ParName   Value   Gradient
MGparm[3]      251.185 4.36089e-006
MGparm[4]      0.31482 3.44547e-006
MGparm[5]    -0.906636 3.31852e-006
MGparm[6]     0.100042 8.23417e-008
MGparm[7]    0.0792528 1.74546e-006
SR_parm[1]           10 1.01105e-008
SR_parm[2]         0.99 4.82661e-009
SR_parm[3]     0.779989   1.405e-007
recdev1(1961)    -0.644674 -9.95092e-008
recdev1(1962)      -1.8424 -2.13914e-008
recdev1(1963)     0.910243 2.36564e-007
recdev1(1964)      -1.7666 1.63023e-008
recdev1(1965)     -1.68188 -8.05309e-008
recdev1(1966)     -1.57277  6.9662e-008
recdev1(1967)     -2.15868 1.58696e-007
recdev1(1968)     -1.68427 -6.92962e-008
recdev1(1969)    -0.689327 -1.85213e-007
recdev1(1970)     -1.42638   7.681e-008
recdev1(1971)    -0.805046 1.76877e-007
recdev1(1972)      0.91222 7.81967e-007
recdev1(1973)      0.56045 2.25966e-007
recdev1(1974)    -0.744942  2.5847e-008
recdev1(1975)     -1.16483 -1.21829e-007
recdev1(1976)    -0.771802 1.17993e-007
recdev1(1977)     -1.25637 1.19045e-007
recdev1(1978)    -0.536449 5.16353e-007
recdev1(1979)    -0.185004 -1.20247e-008
recdev1(1980)    -0.914165 -1.44709e-007
recdev1(1981)     0.677395 3.25076e-007
recdev1(1982)     0.695262 2.45659e-007
recdev1(1983)    -0.204077 1.10121e-007
recdev1(1984)     0.470557 3.92273e-007
recdev1(1985)     0.322131 1.26514e-007
recdev1(1986)    -0.257282 -5.10731e-008
recdev1(1987)     0.427305 5.80425e-008
recdev1(1988)     -1.37401 1.93246e-007
recdev1(1989)      1.14686 -7.32086e-008
recdev1(1990)     0.138482 -7.59312e-007
recdev1(1991)     0.419614 -1.61261e-008
recdev1(1992)    0.0154685 2.57522e-007
recdev1(1993)    -0.789565 -5.47507e-008
recdev1(1994)      1.92522 -1.22429e-006
recdev1(1995)     0.138826 -1.09703e-006
recdev1(1996)     -1.43103 -7.26518e-007
recdev1(1997)     0.978183 -1.77883e-006
recdev1(1998)      -0.3822 -4.28786e-007
recdev1(1999)      1.14796 4.25901e-007
recdev1(2000)     0.463798  6.2623e-007
recdev1(2001)      1.77759 3.38916e-007
recdev1(2002)     -1.99151 -2.59241e-007
recdev1(2003)      2.59413 1.02296e-007
recdev1(2004)     -1.73008  7.0817e-008
recdev1(2005)      1.86311 -4.83435e-007
recdev1(2006)      1.59228 -1.04059e-006
recdev1(2007)     -1.24976 -1.4673e-007
recdev1(2008)      2.44962 -4.12244e-007
recdev1(2009)      1.83905  4.6113e-008
recdev1(2010)     -1.28333 -2.49755e-007
recdev1(2011)      1.51628 -1.8014e-007
recdev1(2012)      1.64232 -4.10894e-007
recdev1(2013)    -0.621321 -1.09961e-007
recdev1(2014)     0.914533 -9.63018e-008
recdev1(2015)      1.10241  4.9028e-008
recdev1(2016)     0.550763 -1.76824e-007
recdev1(2017)       1.9677 6.72939e-008
init_F[1]  0.000301772 -4.84333e-006
init_F[2] 6.64261e-005 -1.18172e-005
Q_parm[8]          -10 7.89372e-008
Q_parm[9]          -10 2.94468e-007
Q_parm[10]          -10 3.19916e-008
Q_parm[14]    0.0744611 6.82125e-007
Q_parm[15]    0.0461204 1.00478e-006
Q_parm[16]     0.261648 4.50746e-007
selparm[1]      221.236 -1.28441e-007
selparm[2]     -10.8054 7.01384e-010
selparm[3]      7.12917 2.22912e-007
selparm[4]       5.8507 -7.31888e-008
selparm[6]     -2.27314 2.23869e-007
selparm[7]      200.794 -3.72275e-008
selparm[8]     -11.8219  -7.141e-011
selparm[9]      7.96853 -2.06897e-007
selparm[10]      6.43643  1.3748e-007
selparm[12]    -0.419949 8.16975e-007
selparm[13]      284.994 5.19437e-008
selparm[14]     -1.92547 7.97989e-008
selparm[15]      8.46423 -2.09503e-006
selparm[18]      9.57339 -2.67358e-009
selparm[19]      254.562 -5.22108e-007
selparm[20]      -10.512 -3.97654e-010
selparm[21]      7.55802 2.47413e-007
selparm[22]      5.19994 -5.46938e-008
selparm[24]    -0.380165 -3.87669e-008
selparm[25]      81.1079 5.12837e-008
selparm[27]      5.62145 -1.20578e-007
selparm[31]       208.64 6.89554e-007
selparm[32]     -4.99336 9.37576e-009
