"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34"
1950,5.79339,1123.71,1627.55,2356.83,3359.49,4650.66,6195.14,7895.91,9606.27,11166.9,12434.6,13311.8,13766.8,13828.9,13565.5,13057.9,12384.6,11612.4,10793.5,9965.77,9155.47,8379.38,7647.43,6964.68,6332.89,5751.65,5219.2,4732.97,4289.95,3887.01,3520.98,3188.79,2887.51,2614.42,24949.6
1951,5.79169,1102.11,1627.68,2355.81,3357.47,4650.69,6197.78,7903.68,9620.05,11169.6,12424.1,13293.9,13745.3,13806.3,13543.5,13037.6,12366.4,11596.2,10779.1,9952.99,9144.09,8369.21,7638.31,6956.49,6325.52,5745.01,5213.21,4727.56,4285.07,3882.6,3516.99,3185.18,2884.24,2611.46,24921.5
1952,5.79039,1101.79,1595,2345.11,3332.75,4611.02,6157.72,7877.24,9599,11166.7,12422.5,13286.2,13733.5,13791.8,13527.6,13021.7,12351.4,11582.6,10766.9,9942.17,9134.47,8360.63,7630.63,6949.6,6319.33,5739.44,5208.19,4723.03,4280.98,3878.9,3513.65,3182.15,2881.51,2608.99,24897.9
1953,5.78945,1101.54,1597.84,2315.53,3358.04,4645.43,6192.72,7912.99,9649.24,11203.2,12453.8,13301.1,13732.8,13782.9,13514.5,13006.5,12336,11568.1,10753.7,9930.42,9124.02,8351.35,7622.37,6942.22,6312.72,5733.5,5202.85,4718.21,4276.63,3874.98,3510.1,3178.95,2878.62,2606.37,24872.9
1954,5.78952,1101.36,1593.13,2307.01,3283.25,4612.35,6130.98,7819.36,9551.27,11161.5,12445.6,13320.1,13751.3,13793.1,13519.3,13007.8,12334.8,11565.8,10751.2,9928.09,9122.05,8349.72,7621.03,6941.11,6311.79,5732.71,5202.17,4717.62,4276.11,3874.52,3509.7,3178.59,2878.29,2606.07,24870.2
1955,5.79007,1101.37,1593.84,2298.24,3269.09,4514.76,6107.7,7783.54,9490.29,11092.4,12429.6,13331,13784.7,13822,13537.4,13018.8,12341.1,11568.7,10752.3,9928.47,9122.21,8349.87,7621.23,6941.36,6312.08,5733.02,5202.47,4717.92,4276.4,3874.79,3509.94,3178.82,2878.5,2606.27,24872.1
1956,5.79088,1101.48,1595.51,2308.76,3277.95,4530.06,6021.53,7794.69,9482.99,11049,12369.8,13324.1,13802.8,13861.1,13570.8,13040.9,12355.8,11578.5,10758.6,9932.74,9125.47,8352.65,7623.76,6943.71,6314.27,5735.05,5204.35,4719.65,4277.98,3876.24,3511.27,3180.02,2879.59,2607.26,24881.6
1957,5.79215,1101.63,1597.03,2315.18,3303.23,4563.5,6075.36,7727.63,9542.76,11079,12348.5,13278.5,13809.2,13890,13617.8,13080,12382.6,11597.2,10771.9,9942.15,9132.54,8358.4,7628.75,6948.19,6318.35,5738.79,5207.77,4722.77,4280.83,3878.82,3513.62,3182.15,2881.53,2609.01,24898.5
1958,5.79286,1101.88,1595.56,2312.06,3298.81,4571.37,6076.87,7740.66,9403.15,11102.2,12351.9,13237.8,13751.3,13889.7,13641.6,13122,12417.2,11620.3,10787.7,9953.03,9140.04,8363.88,7633.13,6951.97,6321.75,5741.9,5210.62,4725.38,4283.22,3881.01,3515.61,3183.96,2883.17,2610.51,24912.8
1959,5.79232,1102.01,1591.58,2286.7,3241.89,4476.29,5974.15,7631.45,9309.92,10854.4,12322.6,13208.6,13688.6,13817.5,13631.2,13137.5,12451.4,11648.4,10805.6,9964.69,9147.55,8368.62,7636.28,6954.34,6323.75,5743.71,5212.3,4726.95,4284.67,3882.35,3516.84,3185.09,2884.2,2611.45,24921.9
1960,5.78931,1101.91,1589.59,2221.47,3089.66,4256.73,5752.59,7539.94,9261.43,10794.8,12050.9,13155.4,13628.7,13725.8,13535.4,13106.5,12448.6,11665.7,10819.2,9970.42,9148.83,8367.21,7633.27,6950.68,6320.06,5740.28,5209.23,4724.23,4282.26,3880.21,3514.94,3183.39,2882.68,2610.08,24909
1961,19.4516,1101.34,1594.66,2273.99,3111.84,4207.11,5608.43,7308.98,9156.93,10738.1,11988.3,12875.7,13588.8,13681.3,13459.9,13026.8,12429.8,11672,10842.9,9989.59,9159.91,8373.5,7636.52,6951.98,6320.35,5740.18,5209.05,4724.08,4282.17,3880.18,3514.94,3183.42,2882.72,2610.13,24909.8
1962,3.57579,3700.39,1588.46,2212.02,3046.14,4056.35,5386.71,7085.55,8887.35,10626.1,11922.6,12798.4,13287.2,13628.9,13405.6,12945,12346.4,11647.7,10842.9,10006.4,9172.97,8379.58,7638.64,6951.69,6318.61,5737.81,5206.58,4721.77,4280.1,3878.34,3513.32,3181.99,2881.45,2608.99,24899.3
