ParName   Value   Gradient
MGparm[3]      271.476 -2.92344e-006
MGparm[4]     0.318444 1.66043e-005
MGparm[5]     -1.23479 2.07924e-005
MGparm[6]    0.0734694 7.51179e-007
MGparm[7]    0.0643491 8.13886e-008
SR_parm[1]      6.73395 9.07239e-005
SR_parm[2]          0.5 1.87005e-007
SR_parm[3]     0.734016 -7.93466e-006
recdev1(1961)      1.29387 9.59696e-006
recdev1(1962)    -0.208683 7.00523e-007
recdev1(1963)     0.458654 1.09602e-005
recdev1(1964)    -0.836231 -2.89754e-007
recdev1(1965)    -0.478601 2.83589e-006
recdev1(1966)    -0.106104 6.89492e-006
recdev1(1967)    -0.471836 5.92132e-006
recdev1(1968)     0.716952 1.49565e-005
recdev1(1969)    -0.466939 8.46049e-007
recdev1(1970)    -0.405827 2.54872e-006
recdev1(1971)     0.660556 1.00795e-005
recdev1(1972)      1.06447 1.13767e-005
recdev1(1973)      0.30085 3.73274e-006
recdev1(1974)    -0.285484 2.45164e-007
recdev1(1975)    -0.565671 -6.3438e-007
recdev1(1976)    -0.699248 -8.91942e-007
recdev1(1977)    -0.768678 -1.29493e-006
recdev1(1978)    -0.452885 -1.33982e-006
recdev1(1979)    -0.516057 -1.52094e-006
recdev1(1980)    -0.459023 -1.83367e-006
recdev1(1981)     0.374272 -1.35976e-007
recdev1(1982)    -0.192715 -1.67585e-006
recdev1(1983)    -0.176868 -2.36669e-006
recdev1(1984)    0.0473359 -1.76137e-006
recdev1(1985)    -0.207496 -1.53391e-006
recdev1(1986)     0.183591 -9.00568e-007
recdev1(1987)    -0.774601 -1.82148e-006
recdev1(1988)      0.42992 -1.21187e-006
recdev1(1989)     0.737724 -9.95437e-007
recdev1(1990)  -0.00395262 -1.73034e-006
recdev1(1991)     0.371306 -1.62966e-006
recdev1(1992)     -1.15914 -2.48333e-006
recdev1(1993)     0.866859 -1.86232e-006
recdev1(1994)     0.905053 -1.55706e-006
recdev1(1995)    -0.518465 -2.49812e-006
recdev1(1996)     0.177345 -2.60077e-006
recdev1(1997)    0.0511145 -2.73204e-006
recdev1(1998)     0.284847 -2.37439e-006
recdev1(1999)     0.252858 -2.1801e-006
recdev1(2000)     0.670654 -2.1905e-006
recdev1(2001)    0.0216959 -2.10221e-006
recdev1(2002)      0.72107 -2.24711e-006
recdev1(2003)      1.20583 -2.51585e-006
recdev1(2004)    -0.825991 -2.47981e-006
recdev1(2005)      0.83003 -2.59376e-006
recdev1(2006)    -0.995691 -2.53784e-006
recdev1(2007)    0.0351515 -2.54199e-006
recdev1(2008)     0.252915 -2.3378e-006
recdev1(2009)     -0.33165 -2.35668e-006
recdev1(2010)    -0.716872 -2.55684e-006
recdev1(2011)     0.266044 -2.43032e-006
recdev1(2012)    -0.564335 -2.62152e-006
recdev1(2013)    -0.358769 -2.6915e-006
recdev1(2014)     0.101992 -2.55663e-006
recdev1(2015)     0.264842 -2.49443e-006
init_F[1]    0.0117583 6.21399e-008
init_F[2]    0.0021301 -1.39814e-006
Q_parm[8]     -4.17218 9.65223e-007
Q_parm[9]      -6.3001 2.12582e-006
Q_parm[10]      -6.7427 1.57249e-006
Q_parm[14]    -0.108261 -6.22697e-007
Q_parm[15]    -0.240739 -8.92325e-007
Q_parm[16]     -0.07775 -1.17863e-006
selparm[1]      215.873 1.80678e-007
selparm[2]     -11.3676 -6.86895e-008
selparm[3]      7.23326 -7.78946e-007
selparm[4]      5.34179 -5.15526e-008
selparm[6]     -2.41333 1.28911e-007
selparm[7]      211.045   2.265e-007
selparm[8]     -11.4821 1.94582e-007
selparm[9]      8.04024 -1.21506e-007
selparm[10]      7.10137 5.42036e-007
selparm[12]     -2.35032 4.70169e-007
selparm[13]      242.404 -0.000230092
selparm[14]     -11.3703 6.91538e-009
selparm[15]      7.40995 1.71521e-006
selparm[18]    -0.296818 -9.87712e-007
selparm[19]      231.876 -1.66039e-007
selparm[20]     -11.7273 -3.57461e-009
selparm[21]      6.64429 4.69385e-008
selparm[22]      6.26297 5.82109e-007
selparm[24]     -3.39955 1.23187e-007
selparm[25]      74.7876 2.14218e-005
selparm[27]      4.85433 -1.16587e-005
selparm[31]      212.498 -4.99327e-007
selparm[32]     -2.43691 -6.53789e-008
