ParName   Value   Gradient
MGparm[3]      273.646 2.34953e-006
MGparm[4]     0.297731 -1.97559e-005
MGparm[5]     -1.01426 -2.48158e-005
MGparm[6]    0.0921079 -9.32999e-007
MGparm[7]    0.0639487 -8.59184e-008
SR_parm[1]      6.67039 -9.23844e-005
SR_parm[2]     0.542222 -2.85365e-006
SR_parm[3]      0.67866 7.55294e-006
recdev1(1961)      1.32764 -1.70584e-005
recdev1(1962)     -0.34777 -1.2567e-006
recdev1(1963)     0.476668 -6.77217e-006
recdev1(1964)    -0.548369 -1.41424e-006
recdev1(1965)    -0.610934 -2.08506e-006
recdev1(1966)    -0.136124 -6.15883e-006
recdev1(1967)    -0.376308 -4.03483e-006
recdev1(1968)     0.339345 -9.03854e-006
recdev1(1969)     0.274039 -7.68865e-006
recdev1(1970)    -0.443342 -2.17543e-006
recdev1(1971)   -0.0127597 -4.35748e-006
recdev1(1972)        1.212 -1.56171e-005
recdev1(1973)     0.461238 -5.5335e-006
recdev1(1974)    -0.347363 -1.18923e-006
recdev1(1975)    -0.599098 2.57679e-007
recdev1(1976)    -0.647309 1.37363e-006
recdev1(1977)    -0.938928  1.5311e-006
recdev1(1978)    -0.536129 1.07493e-006
recdev1(1979)    -0.480108 8.79295e-007
recdev1(1980)    -0.839056 1.49005e-006
recdev1(1981)     0.306671 -7.72703e-008
recdev1(1982)   -0.0733402 1.07588e-006
recdev1(1983)    -0.438328 1.62399e-006
recdev1(1984)    0.0429638  1.8846e-006
recdev1(1985)    -0.340889 2.06795e-006
recdev1(1986)     0.191379 2.03423e-006
recdev1(1987)    -0.603169 2.50498e-006
recdev1(1988)    -0.118282 2.40654e-006
recdev1(1989)     0.885564 1.80159e-006
recdev1(1990)    -0.176855 2.09038e-006
recdev1(1991)      0.41616 1.23192e-006
recdev1(1992)     -1.03602 2.41544e-006
recdev1(1993)     0.370267 1.48298e-006
recdev1(1994)      1.08206 4.61132e-007
recdev1(1995)    -0.442587 2.11037e-006
recdev1(1996)    -0.178273 1.86977e-006
recdev1(1997)     0.199347 2.53607e-006
recdev1(1998)   -0.0172303 2.42935e-006
recdev1(1999)     0.214349 2.73617e-006
recdev1(2000)     0.406511 2.77717e-006
recdev1(2001)     0.332009 2.79778e-006
recdev1(2002)   -0.0314258 2.74844e-006
recdev1(2003)      1.35058 1.17173e-006
recdev1(2004)    -0.991212 2.26642e-006
recdev1(2005)     0.905065 1.78617e-006
recdev1(2006)    -0.464975 2.56053e-006
recdev1(2007)   -0.0351359 2.67263e-006
recdev1(2008)     0.927261 3.02394e-006
recdev1(2009)     0.275121 2.78597e-006
recdev1(2010)    -0.933222 2.33766e-006
recdev1(2011)     0.379302 2.60202e-006
recdev1(2012)    0.0401178 2.87455e-006
recdev1(2013)    -0.832538 2.60861e-006
recdev1(2014)    -0.106284  2.8379e-006
recdev1(2015)    0.0194012 2.66147e-006
recdev1(2016)    0.0631301 2.61697e-006
recdev1(2017)      1.18518 2.56749e-006
init_F[1]    0.0121592 1.91568e-006
init_F[2]   0.00229177 1.98757e-006
Q_parm[8]     -6.32648 -2.57733e-006
Q_parm[9]     -6.77757 -1.64055e-006
Q_parm[13]    -0.207239 9.02874e-007
Q_parm[14]    -0.034367 1.30905e-006
selparm[1]      223.355 -2.77798e-007
selparm[2]     -11.6837 -3.69092e-009
selparm[3]      7.10533 -3.2817e-007
selparm[4]      5.76113 -8.57883e-007
selparm[6]     -3.27011 1.41413e-007
selparm[7]      213.449 -8.05364e-007
selparm[8]     -11.6585 1.08051e-008
selparm[9]      8.02761 1.79118e-006
selparm[10]      7.09726 -2.44278e-007
selparm[12]     -2.56838 -9.16643e-007
selparm[13]      242.409 -4.29085e-006
selparm[14]       -12.19 -2.74584e-009
selparm[15]       7.4591 6.84529e-007
selparm[18]     0.289387 -1.45183e-007
selparm[19]      232.691 2.90493e-007
selparm[20]     -11.8909 2.21588e-008
selparm[21]      6.59613 -7.69517e-009
selparm[22]      6.18696 1.84882e-007
selparm[24]     -3.64903 -2.04943e-007
selparm[25]      74.5589 -2.30001e-005
selparm[27]      4.75842 1.13692e-005
selparm[31]      213.129 -8.86409e-007
selparm[32]     -2.28342 -6.48462e-008
selparm[33]      6.87055 4.27491e-007
selparm[36]     -4.13802 9.15915e-008
selparm[37]      124.948 -3.97565e-007
selparm[38]     -2.29438  1.8762e-007
selparm[40]      7.41931 1.48116e-008
selparm[43]      269.804 -2.87229e-007
selparm[44]     -12.1191 -4.78981e-008
selparm[45]      7.82608 3.08064e-008
selparm[46]      4.92564 -5.5577e-008
selparm[48]     -2.56641 1.27471e-007
selparm[49]      191.942  5.8663e-007
selparm[50]      -1.3051 1.78695e-006
selparm[51]      5.72079 2.92187e-007
selparm[52]      7.36011 1.60058e-006
selparm[54]     -3.10365 1.75106e-006
selparm[57]      111.873 -2.16026e-007
selparm[58]     -1.91406 -9.45306e-007
selparm[60]     -3.07628 -6.68128e-009
selparm[63]      194.461 -8.15545e-007
selparm[64]    -0.251065 -1.36949e-006
selparm[65]      6.65891 4.50344e-007
selparm[68]     -1.76395 -5.04094e-007
selparm[71]      210.027 -1.51537e-006
selparm[72]     -3.29696 -4.87267e-007
selparm[73]      6.59689 -4.87282e-007
selparm[74]      7.75168 -1.64288e-006
selparm[76]     -3.75665 -2.71686e-007
selparm[79]      247.986 -5.04796e-007
selparm[80]     -11.4962 8.68474e-009
selparm[81]      7.30277 -4.4738e-007
selparm[82]      6.43032 -2.34599e-007
selparm[84]     -3.10116 1.96197e-007
selparm[85]      244.669 -3.37979e-007
selparm[86]      14.4971 -9.32787e-009
selparm[99]      165.442 -6.88823e-006
selparm[102]     -3.35042  -1.979e-006
selparm[104]      7.47697 -6.26172e-006
selparm[105]     -6.27302 -3.70716e-007
selparm[106]       84.212 -1.04354e-006
selparm[107]     -1.35135 -6.83802e-007
selparm[110]      295.922 1.30866e-006
selparm[111]     -6.10206 2.14875e-010
selparm[113]      1.57066 1.31764e-009
parm_dev[1](2011)    -0.748722 1.12359e-006
parm_dev[1](2012)     0.365762 7.62577e-007
parm_dev[1](2013)     0.458127 2.05561e-007
parm_dev[1](2014)    0.0296959 1.90087e-006
parm_dev[1](2015)    0.0503315 8.72499e-007
