"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34"
1950,771.453,534.145,381.975,285.498,221.221,176.459,144.236,120.386,102.296,88.2853,77.1537,68.0552,60.4313,53.9235,48.2915,43.3654,39.021,35.1651,31.726,28.6471,25.8831,23.3966,21.1562,19.1352,17.3105,15.662,14.1719,12.8246,11.606,10.5037,9.50635,8.60391,7.78728,7.04824,67.2328
1951,771.231,524.109,382.005,285.374,221.088,176.46,144.298,120.505,102.444,88.3072,77.089,67.9635,60.3368,53.8351,48.213,43.2978,38.9633,35.1158,31.6835,28.6102,25.8508,23.3681,21.1309,19.1126,17.2902,15.6438,14.1555,12.8099,11.5927,10.4917,9.49551,8.59412,7.77842,7.04023,67.1565
1952,771.063,523.958,374.498,284.072,219.454,174.95,143.363,120.102,102.219,88.284,77.0786,67.9241,60.2848,53.7786,48.1564,43.2448,38.916,35.0745,31.6477,28.579,25.8235,23.344,21.1096,19.0936,17.2733,15.6286,14.1419,12.7975,11.5816,10.4817,9.48646,8.58593,7.77102,7.03354,67.0927
1953,770.94,523.844,375.171,280.62,221.124,176.26,144.18,120.649,102.756,88.5735,77.2737,68.0002,60.282,53.744,48.1096,43.1945,38.8675,35.0305,31.6088,28.5452,25.7939,23.318,21.0866,19.0732,17.2551,15.6123,14.1273,12.7844,11.5698,10.471,9.47685,8.57726,7.76318,7.02645,67.0253
1954,770.949,523.761,374.064,279.588,216.293,174.999,142.737,119.216,101.71,88.2432,77.2226,68.0974,60.363,53.7837,48.127,43.1987,38.8639,35.0235,31.6014,28.5385,25.7884,23.3135,21.0829,19.0702,17.2526,15.6102,14.1254,12.7828,11.5684,10.4698,9.47575,8.57628,7.7623,7.02566,67.0179
1955,771.021,523.767,374.233,278.521,215.359,171.372,142.193,118.668,101.058,87.6952,77.1229,68.1533,60.5097,53.8965,48.1915,43.2356,38.8838,35.0327,31.6049,28.5397,25.7889,23.314,21.0835,19.0709,17.2534,15.611,14.1263,12.7837,11.5692,10.4705,9.47644,8.57691,7.76289,7.0262,67.0231
1956,771.127,523.815,374.626,279.803,215.946,171.957,140.252,118.838,100.98,87.3503,76.751,68.1178,60.5895,54.0492,48.3104,43.3089,38.9304,35.0623,31.6236,28.5521,25.7982,23.3218,21.0906,19.0774,17.2594,15.6166,14.1315,12.7884,11.5735,10.4745,9.48004,8.58018,7.76585,7.02889,67.049
1957,771.293,523.887,374.985,280.584,217.619,173.231,141.511,117.872,101.618,87.5877,76.6175,67.8839,60.6176,54.162,48.4779,43.4392,39.0149,35.1193,31.6627,28.5794,25.8183,23.338,21.1045,19.0899,17.2707,15.6269,14.1408,12.7969,11.5813,10.4815,9.48643,8.58598,7.77111,7.03366,67.0947
1958,771.384,524,374.636,280.204,217.327,173.532,141.548,118.073,100.178,87.7722,76.6385,67.6748,60.3626,54.1606,48.5626,43.5788,39.1243,35.1895,31.7094,28.6108,25.8397,23.3535,21.1167,19.1003,17.2801,15.6354,14.1486,12.804,11.5878,10.4875,9.49184,8.5909,7.77558,7.03771,67.1335
1959,771.315,524.062,373.695,277.117,213.564,169.912,139.151,116.404,99.1838,85.8513,76.4568,67.5248,60.086,53.8782,48.5255,43.6301,39.232,35.2746,31.7622,28.6445,25.8611,23.3668,21.1256,19.1069,17.2856,15.6404,14.1532,12.8083,11.5918,10.4911,9.4952,8.59397,7.77838,7.04026,67.1583
