"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34"
1950,5.77687,1120.18,1622.7,2350.13,3350.27,4638.12,6178.5,7874.54,9579.9,11135.8,12399.4,13273.5,13726.5,13787.7,13524.4,13017.7,12346,11575.8,10759.1,9933.81,9125.92,8352.17,7622.47,6941.85,6312.05,5732.66,5201.91,4717.24,4275.66,3874.03,3509.19,3178.08,2877.8,2605.6,24863.6
1951,5.77521,1099.13,1622.83,2349.11,3348.25,4638.16,6181.15,7882.33,9593.71,11138.5,12389,13255.6,13705,13765.1,13502.4,12997.4,12327.7,11559.6,10744.7,9921.01,9114.52,8341.99,7613.34,6933.65,6304.67,5726.01,5195.91,4711.82,4270.77,3869.61,3505.19,3174.47,2874.52,2602.64,24835.3
1952,5.77395,1098.81,1590.94,2338.39,3323.5,4598.46,6141.11,7855.91,9572.68,11135.6,12387.3,13247.9,13693.2,13750.6,13486.5,12981.5,12312.8,11546,10732.6,9910.2,9104.9,8333.4,7605.66,6926.76,6298.48,5720.44,5190.89,4707.29,4266.68,3865.91,3501.85,3171.44,2871.79,2600.16,24811.8
1953,5.77304,1098.57,1593.8,2309.98,3348.8,4632.89,6176.1,7891.7,9622.94,11172.1,12418.7,13262.8,13692.5,13741.8,13473.4,12966.4,12297.4,11531.5,10719.4,9898.45,9094.45,8324.12,7597.4,6919.37,6291.86,5714.5,5185.54,4702.47,4262.33,3861.98,3498.3,3168.24,2868.89,2597.54,24786.8
1954,5.7731,1098.4,1589.1,2301.48,3275.64,4599.76,6114.31,7797.99,9525.02,11130.5,12410.4,13281.7,13710.9,13751.9,13478.3,12967.7,12296.3,11529.2,10716.9,9896.15,9092.5,8322.51,7596.07,6918.27,6290.94,5713.71,5184.87,4701.88,4261.81,3861.53,3497.9,3167.88,2868.57,2597.25,24784.1
1955,5.77364,1098.41,1589.81,2292.7,3261.49,4504.42,6091.01,7762.15,9463.94,11061.3,12394.4,13292.6,13744.3,13780.8,13496.4,12978.8,12302.6,11532.2,10718.1,9896.56,9092.68,8322.68,7596.29,6918.54,6291.24,5714.03,5185.18,4702.19,4262.1,3861.8,3498.15,3168.11,2868.78,2597.45,24786
1956,5.77443,1098.51,1591.49,2303.25,3270.37,4519.78,6007.85,7773.28,9456.62,11017.8,12334.7,13285.7,13762.4,13819.8,13529.7,13000.8,12317.3,11542,10724.4,9900.86,9095.97,8325.48,7598.83,6920.91,6293.44,5716.07,5187.07,4703.93,4263.7,3863.26,3499.48,3169.32,2869.88,2598.44,24795.6
1957,5.77567,1098.66,1593.01,2309.68,3295.71,4553.28,6061.79,7710.09,9516.36,11047.8,12313.2,13240.1,13768.8,13848.6,13576.6,13039.9,12344.1,11560.7,10737.7,9910.31,9103.07,8331.26,7603.85,6925.41,6297.55,5719.83,5190.51,4707.06,4266.55,3865.85,3501.84,3171.46,2871.82,2600.2,24812.5
1958,5.77636,1098.9,1591.53,2306.55,3291.29,4561.2,6063.35,7723.25,9381.49,11071.1,12316.6,13199.3,13710.9,13848.3,13600.3,13081.8,12378.7,11583.8,10753.5,9921.23,9110.61,8336.78,7608.25,6929.21,6300.96,5722.95,5193.37,4709.69,4268.95,3868.05,3503.84,3173.28,2873.47,2601.7,24826.9
1959,5.77584,1099.03,1587.53,2281.14,3234.31,4466.05,5960.67,7614.08,9288.42,10828.8,12287.4,13170,13648,13776.1,13589.9,13097.2,12412.8,11611.9,10771.4,9932.9,9118.15,8341.55,7611.43,6931.6,6302.98,5724.77,5195.06,4711.26,4270.41,3869.39,3505.07,3174.41,2874.51,2602.65,24836
