"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34"
1950,771.302,533.331,381.088,284.669,220.477,175.797,143.646,119.856,101.816,87.8468,76.7519,67.6866,60.0929,53.613,48.0069,43.1052,38.7836,34.949,31.5296,28.4691,25.7219,23.2508,21.0245,19.0163,17.2033,15.5653,14.0849,12.7462,11.5355,10.4402,9.44922,8.55252,7.74105,7.00667,66.8638
1951,771.083,523.422,381.112,284.517,220.3,175.761,143.68,119.999,101.977,87.8705,76.6876,67.5948,59.998,53.5241,47.9279,43.0371,38.7256,34.8995,31.4871,28.4322,25.6897,23.2224,20.9993,18.9938,17.1832,15.5473,14.0686,12.7316,11.5223,10.4283,9.43846,8.5428,7.73226,6.99872,66.788
1952,770.916,523.273,373.705,283.237,218.691,174.256,142.742,119.548,101.76,87.8573,76.678,67.5553,59.9459,53.4673,47.871,42.9838,38.6781,34.8581,31.4513,28.4011,25.6625,23.1985,20.9781,18.975,17.1663,15.5322,14.055,12.7194,11.5113,10.4183,9.42948,8.53468,7.72492,6.99208,66.7248
1953,770.796,523.16,374.383,279.866,220.378,175.584,143.563,120.092,102.256,88.1541,76.8828,67.6326,59.9432,53.4327,47.824,42.9332,38.6293,34.8138,31.4123,28.3671,25.6328,23.1725,20.9552,18.9547,17.1482,15.516,14.0406,12.7063,11.4995,10.4078,9.41994,8.52606,7.71713,6.98504,66.6578
1954,770.806,523.079,373.275,278.83,215.602,174.331,142.133,118.667,101.21,87.7876,76.8364,67.7376,60.0252,53.4729,47.8418,42.9377,38.6257,34.8068,31.4047,28.3603,25.6272,23.1679,20.9515,18.9516,17.1457,15.5139,14.0387,12.7047,11.4981,10.4065,9.41885,8.52509,7.71626,6.98426,66.6505
1955,770.877,523.085,373.443,277.758,214.659,170.743,141.589,118.134,100.567,87.2393,76.7056,67.7979,60.1791,53.5867,47.9068,42.975,38.6458,34.8159,31.4081,28.3613,25.6275,23.1683,20.952,18.9523,17.1465,15.5147,14.0395,12.7055,11.4989,10.4073,9.41952,8.52571,7.71683,6.98478,66.6556
1956,770.98,523.133,373.84,279.046,215.251,171.328,139.686,118.299,100.498,86.9026,76.3339,67.7352,60.263,53.7458,48.0268,43.0489,38.6928,34.8458,31.4267,28.3736,25.6367,23.1759,20.9589,18.9587,17.1524,15.5202,14.0446,12.7102,11.5032,10.4112,9.42307,8.52894,7.71977,6.98745,66.6812
1957,771.143,523.203,374.199,279.833,216.932,172.609,140.948,117.364,101.13,87.1479,76.2078,67.5018,60.267,53.8625,48.2002,43.1803,38.7779,34.9032,31.4661,28.4009,25.6567,23.1919,20.9726,18.9709,17.1635,15.5303,14.0539,12.7186,11.5108,10.4181,9.4294,8.53469,7.72498,6.99217,66.7265
1958,771.233,523.314,373.845,279.442,216.628,172.903,140.981,117.576,99.7218,87.3278,76.2353,67.2989,60.0123,53.8395,48.2883,43.3251,38.8882,34.9739,31.5131,28.4325,25.6781,23.2073,20.9847,18.9812,17.1727,15.5387,14.0616,12.7257,11.5173,10.424,9.43476,8.53956,7.7294,6.99619,66.7651
1959,771.164,523.375,372.901,276.361,212.875,169.289,138.588,115.897,98.7332,85.4338,76.0487,67.1541,59.7409,53.5571,48.2317,43.3793,39.0006,35.0599,31.5664,28.4666,25.6997,23.2207,20.9935,18.9877,17.1782,15.5436,14.0661,12.7299,11.5212,10.4276,9.43809,8.54261,7.73219,6.99873,66.7897
