ParName   Value   Gradient
MGparm[3]      273.543 -2.24477e-008
MGparm[4]     0.295945 -1.42787e-006
MGparm[5]    -0.997345 -1.67362e-006
MGparm[6]    0.0922286 -7.97922e-008
MGparm[7]     0.063944 9.58674e-008
SR_parm[1]      6.62679 -6.3434e-006
SR_parm[2]     0.554753 -5.28505e-008
SR_parm[3]     0.660744 3.67795e-007
recdev1(1961)      1.40213 -1.06753e-006
recdev1(1962)    -0.339898 -8.64794e-008
recdev1(1963)     0.490635 -2.2592e-007
recdev1(1964)     -0.49825 4.22742e-010
recdev1(1965)    -0.582607 -1.13835e-007
recdev1(1966)    -0.104458 -1.30869e-007
recdev1(1967)    -0.356599 -3.96747e-007
recdev1(1968)     0.384809 -4.62363e-007
recdev1(1969)     0.316254 -7.08718e-007
recdev1(1970)    -0.418435 -2.58425e-007
recdev1(1971)  -0.00787406 -8.63351e-007
recdev1(1972)      1.24371 -2.29209e-007
recdev1(1973)     0.499484 -3.74159e-007
recdev1(1974)    -0.293805 -5.12443e-007
recdev1(1975)    -0.562055 5.62109e-008
recdev1(1976)    -0.605186 -3.32044e-008
recdev1(1977)    -0.896409 -2.60315e-008
recdev1(1978)    -0.491934 -4.32608e-008
recdev1(1979)    -0.427291 -2.13952e-009
recdev1(1980)    -0.792122 1.29935e-007
recdev1(1981)     0.356519 7.84568e-008
recdev1(1982)   -0.0172889 6.91096e-008
recdev1(1983)    -0.397435 3.21452e-008
recdev1(1984)    0.0932146 -9.47651e-008
recdev1(1985)    -0.283774 5.60849e-008
recdev1(1986)     0.253969 1.62534e-007
recdev1(1987)    -0.507855 6.45074e-008
recdev1(1988)   -0.0600715 6.39001e-008
recdev1(1989)     0.931804 1.03095e-007
recdev1(1990)    -0.142176 4.96884e-008
recdev1(1991)     0.420555 2.80623e-008
recdev1(1992)     -1.02131 6.32611e-008
recdev1(1993)     0.363331 5.47592e-009
recdev1(1994)      1.03542  1.2303e-007
recdev1(1995)    -0.536334 1.26246e-007
recdev1(1996)    -0.285807 1.68419e-007
recdev1(1997)      0.11704 3.07715e-007
recdev1(1998)    -0.116438 2.23628e-007
recdev1(1999)     0.124053 1.52718e-007
recdev1(2000)     0.314907 -2.15729e-010
recdev1(2001)     0.252547 4.80806e-008
recdev1(2002)    -0.121129 1.08724e-007
recdev1(2003)      1.23914 1.32717e-007
recdev1(2004)     -1.05455 9.90342e-008
recdev1(2005)     0.798468 1.09897e-007
recdev1(2006)    -0.482511 7.83826e-008
recdev1(2007)    -0.105051 6.73447e-008
recdev1(2008)     0.898759  4.3566e-008
recdev1(2009)     0.271725  1.2484e-007
recdev1(2010)    -0.929243 8.62479e-008
recdev1(2011)     0.366858  1.5022e-007
recdev1(2012)    0.0380154 1.89505e-007
recdev1(2013)    -0.840189 9.57685e-008
recdev1(2014)    -0.131559 9.63882e-008
recdev1(2015)  -0.00408897 7.59704e-008
recdev1(2016)    0.0495301  1.2135e-007
recdev1(2017)      1.15085 9.24165e-008
init_F[1]    0.0126922 -4.26653e-007
init_F[2]   0.00235117 -1.38318e-007
Q_parm[7]      -4.3952 -5.80292e-008
Q_parm[9]     -4.27653 -2.82241e-007
Q_parm[10]     -6.27564 5.46442e-008
Q_parm[11]      -6.7486 5.79847e-008
Q_parm[12]     -4.69099 -4.79702e-008
Q_parm[14]     0.181166 3.88108e-009
Q_parm[15]    -0.119589 1.28386e-007
Q_parm[16]     -0.18854 6.87558e-008
Q_parm[17]   -0.0260412 3.50086e-008
Q_parm[18]   0.00520049 1.59864e-006
selparm[1]       223.54 -1.28214e-008
selparm[2]      -11.683 3.49798e-009
selparm[3]      7.10036 1.09602e-007
selparm[4]      5.74654 1.53363e-008
selparm[6]     -3.25836 6.62924e-008
selparm[7]      213.452 -3.00016e-008
selparm[8]     -11.6384 -8.11073e-009
selparm[9]      8.03116 -4.75777e-009
selparm[10]      7.11179 -1.40307e-008
selparm[12]     -2.47377 -3.44301e-008
selparm[13]      242.408 -1.43928e-005
selparm[14]     -12.1943 -1.59362e-010
selparm[15]      7.45784 7.29914e-008
selparm[18]     0.350812 -8.54098e-008
selparm[19]      233.263 -2.78794e-008
selparm[20]     -11.8935 -2.51104e-008
selparm[21]      6.60057 -5.89036e-008
selparm[22]      6.16739 -8.08278e-008
selparm[24]     -3.58937 -8.78567e-008
selparm[25]       74.291 -1.02673e-006
selparm[27]      4.72401 3.84338e-007
selparm[31]      212.062 -7.22353e-008
selparm[32]     -2.20032 -1.2517e-008
selparm[33]       6.8525 2.77705e-008
selparm[36]     -3.95966 -1.77524e-008
selparm[37]      124.821 -1.47123e-007
selparm[38]     -2.28706 -2.08349e-007
selparm[40]      7.41692 -6.11757e-007
selparm[43]        270.4 -6.49985e-008
selparm[44]     -12.1006 6.73145e-009
selparm[45]      7.83354 5.48088e-008
selparm[46]      4.85934 -1.49354e-008
selparm[48]     -2.51771 -6.01995e-008
selparm[49]      191.911 -4.73728e-007
selparm[50]     -1.28418 -9.51555e-007
