ParName   Value   Gradient
MGparm[3]      273.619 -5.18231e-006
MGparm[4]     0.298467 3.21516e-005
MGparm[5]     -1.02006 4.01531e-005
MGparm[6]    0.0920553 1.37891e-006
MGparm[7]    0.0640133 1.85392e-008
SR_parm[1]      6.66724  0.000155369
SR_parm[2]     0.547922 5.88269e-006
SR_parm[3]     0.682444 -1.26201e-005
recdev1(1961)      1.33563 2.88249e-005
recdev1(1962)    -0.356472 2.40162e-006
recdev1(1963)      0.47565 1.15806e-005
recdev1(1964)    -0.552999 2.70749e-006
recdev1(1965)    -0.614515 3.67796e-006
recdev1(1966)    -0.124713 8.75624e-006
recdev1(1967)     -0.40043 4.16951e-006
recdev1(1968)     0.378564 1.37188e-005
recdev1(1969)     0.249254 9.83393e-006
recdev1(1970)    -0.450802 2.48085e-006
recdev1(1971)   -0.0186175 4.98381e-006
recdev1(1972)      1.21173  2.4371e-005
recdev1(1973)     0.453501 8.34495e-006
recdev1(1974)    -0.333864 1.44705e-006
recdev1(1975)    -0.598601 -4.25242e-007
recdev1(1976)    -0.652746 -7.76478e-007
recdev1(1977)      -0.9434 -1.98972e-006
recdev1(1978)    -0.546195 -9.74243e-007
recdev1(1979)    -0.486515 -1.07267e-006
recdev1(1980)    -0.844272 -2.37755e-006
recdev1(1981)      0.29856 9.12131e-007
recdev1(1982)   -0.0824065 -9.68472e-007
recdev1(1983)    -0.444521 -2.09147e-006
recdev1(1984)    0.0390091 -1.08517e-006
recdev1(1985)    -0.357026 -2.46761e-006
recdev1(1986)     0.168844 -1.85805e-006
recdev1(1987)    -0.636616 -3.13033e-006
recdev1(1988)    -0.141248 -2.94571e-006
recdev1(1989)     0.859418 -4.47552e-007
recdev1(1990)    -0.188547 -2.91614e-006
recdev1(1991)     0.404374 -2.16761e-006
recdev1(1992)     -1.05222 -3.80037e-006
recdev1(1993)     0.360804 -3.08934e-006
recdev1(1994)      1.08236 -2.26852e-006
recdev1(1995)     -0.46259 -4.15551e-006
recdev1(1996)     -0.20669 -4.2299e-006
recdev1(1997)     0.189796 -4.43646e-006
recdev1(1998)   -0.0110095 -4.16405e-006
recdev1(1999)     0.227222 -3.9125e-006
recdev1(2000)     0.425127 -3.2107e-006
recdev1(2001)     0.337778 -3.33068e-006
recdev1(2002)  0.000569725 -3.84267e-006
recdev1(2003)      1.33527 -2.54159e-006
recdev1(2004)      -1.0414 -3.92121e-006
recdev1(2005)     0.871518 -3.13699e-006
recdev1(2006)    -0.448408 -4.12273e-006
recdev1(2007)   -0.0209151 -4.05705e-006
recdev1(2008)     0.957137 -3.37508e-006
