"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34"
1950,5.79286,1123.92,1628.96,2359.84,3364.23,4656.71,6201.43,7900.87,9608.32,11165,12428.5,13302.3,13754.9,13815.9,13552.5,13045.7,12373.6,11602.7,10785.1,9958.66,9149.48,8374.34,7643.18,6961.1,6329.87,5749.09,5217.02,4731.1,4288.35,3885.63,3519.79,3187.75,2886.61,2613.63,24944.4
1951,5.79116,1102.38,1629.06,2358.59,3361.54,4655.74,6202.89,7910.26,9623.33,11167.8,12418.1,13284.3,13733.4,13793.3,13530.5,13025.4,12355.3,11586.5,10770.7,9945.88,9138.09,8364.16,7634.07,6952.91,6322.5,5742.45,5211.03,4725.69,4283.46,3881.21,3515.79,3184.14,2883.34,2610.67,24916.2
1952,5.78987,1102.06,1596.46,2348.06,3337.13,4616.1,6162.66,7880.72,9603.08,11166.3,12416.6,13276.7,13721.6,13778.8,13514.7,13009.4,12340.3,11572.9,10758.5,9935.06,9128.46,8355.57,7626.38,6946.02,6316.31,5736.88,5206,4721.15,4279.37,3877.51,3512.45,3181.12,2880.61,2608.2,24892.6
1953,5.78894,1101.81,1599.32,2318.63,3362.75,4651.07,6197.79,7916.22,9649.39,11203.6,12449.4,13291.6,13721,13770,13501.5,12994.3,12324.9,11558.4,10745.4,9923.3,9118.02,8346.29,7618.12,6938.64,6309.69,5730.94,5200.66,4716.34,4275.02,3873.59,3508.91,3177.91,2877.71,2605.58,24867.7
1954,5.78901,1101.64,1594.59,2310.06,3287.95,4618.13,6136.5,7822.96,9551.49,11157.5,12442.1,13312.2,13739.5,13780.2,13506.4,12995.6,12323.8,11556.1,10742.8,9920.97,9116.04,8344.67,7616.78,6937.53,6308.76,5730.14,5199.98,4715.74,4274.5,3873.13,3508.5,3177.55,2877.38,2605.29,24864.9
1955,5.78956,1101.65,1595.3,2301.21,3273.61,4520.39,6113.22,7788.09,9491.2,11088.4,12421.2,13324.1,13774.5,13809.1,13524.5,13006.7,12330.1,11559,10744,9921.36,9116.2,8344.82,7616.98,6937.78,6309.05,5730.45,5200.28,4716.04,4274.79,3873.4,3508.74,3177.78,2877.6,2605.48,24866.8
1956,5.79036,1101.76,1596.99,2311.81,3282.57,4535.72,6027.19,7798.86,9484.73,11045.8,12361.5,13312,13793.7,13849.8,13557.9,13028.7,12344.8,11568.8,10750.3,9925.64,9119.47,8347.6,7619.51,6940.13,6311.24,5732.48,5202.16,4717.77,4276.37,3874.85,3510.06,3178.98,2878.69,2606.47,24876.3
1957,5.79162,1101.91,1598.52,2318.29,3308.03,4569.41,6081.16,7731.95,9543.92,11076.7,12341,13266.5,13794.7,13879.8,13606.5,13067.9,12371.6,11587.6,10763.5,9935.07,9126.54,8353.35,7624.49,6944.61,6315.32,5736.22,5205.58,4720.89,4279.22,3877.44,3512.42,3181.11,2880.62,2608.23,24893.2
1958,5.79231,1102.15,1597.02,2315.08,3303.41,4577.11,6082.54,7745.68,9405.01,11099.4,12345.5,13226.7,13736.9,13874,13631.3,13111.4,12406.3,11610.7,10779.4,9945.97,9134.07,8358.84,7628.88,6948.39,6318.72,5739.32,5208.43,4723.51,4281.61,3879.62,3514.4,3182.92,2882.27,2609.72,24907.5
1959,5.79177,1102.28,1593.03,2289.71,3246.48,4481.95,5979.91,7635.78,9312.36,10852.5,12315.6,13198.6,13675.1,13801.9,13615.6,13127.8,12441.9,11638.8,10797.3,9957.64,9141.6,8363.6,7632.04,6950.76,6320.72,5741.13,5210.11,4725.07,4283.06,3880.96,3515.64,3184.05,2883.3,2610.66,24916.6
