"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34"
1950,423.36,306.699,217.235,161.275,124.546,99.3454,81.3338,67.9728,57.7255,49.6326,43.0785,37.6579,33.0968,29.2057,25.8499,22.9311,20.3759,18.1279,16.1428,14.385,12.825,11.4386,10.2048,9.10602,8.12677,7.25366,6.47489,5.78009,5.16009,4.60674,4.11284,3.67196,3.27839,2.92703,24.387
1951,424.095,287.993,218.965,162.527,125.512,100.115,81.9635,68.4958,58.1675,50.0086,43.3978,37.9303,33.3322,29.4115,26.0311,23.0914,20.5182,18.2544,16.2555,14.4853,12.9145,11.5184,10.276,9.16955,8.18348,7.30427,6.52007,5.82043,5.1961,4.63889,4.14154,3.69759,3.30126,2.94745,24.5572
1952,424.756,288.493,205.447,163.723,126.412,100.832,82.5502,68.9832,58.5777,50.3589,43.6972,38.1848,33.5494,29.5992,26.1954,23.2364,20.6466,18.3685,16.357,14.5758,12.9951,11.5903,10.3402,9.22682,8.23459,7.3499,6.5608,5.85678,5.22855,4.66787,4.16742,3.72069,3.32189,2.96587,24.7106
1953,425.744,288.942,206.405,154.066,127.716,101.853,83.3855,69.6831,59.1705,50.8663,44.1371,38.5667,33.8795,29.8852,26.4452,23.4564,20.8414,18.5415,16.5109,14.7128,13.1173,11.6992,10.4374,9.31356,8.31201,7.419,6.62248,5.91185,5.27772,4.71176,4.2066,3.75567,3.35312,2.99375,24.943
1954,426.458,289.614,206.114,154.322,119.823,102.596,83.978,70.1783,59.5933,51.2306,44.455,38.8478,34.1265,30.0993,26.6304,23.6179,20.9836,18.6675,16.6228,14.8124,13.2061,11.7784,10.508,9.37655,8.36823,7.46918,6.66729,5.95185,5.31342,4.74364,4.23506,3.78108,3.37581,3.01401,25.1118
1955,427.363,290.1,207.012,154.41,120.26,96.446,84.7581,70.8185,60.1372,51.6991,44.8605,39.202,34.4394,30.3748,26.8706,23.827,21.1669,18.8293,16.7664,14.9402,13.3198,11.8798,10.5984,9.45725,8.44024,7.53346,6.72466,6.00307,5.35915,4.78446,4.27151,3.81362,3.40487,3.03995,25.3279
1956,428.474,290.716,207.696,155.342,120.53,96.9597,79.8109,71.5974,60.7895,52.2623,45.3539,39.6358,34.8226,30.7155,27.172,24.0913,21.3983,19.0329,16.9466,15.1003,13.4623,12.0068,10.7117,9.5583,8.53043,7.61395,6.79651,6.06721,5.41641,4.83559,4.31715,3.85437,3.44125,3.07244,25.5986
1957,429.789,291.472,208.556,156.171,121.503,97.3746,80.3988,67.5552,61.583,52.9368,45.9419,40.1545,35.281,31.1218,27.5339,24.4122,21.6806,19.281,17.1656,15.2944,13.635,12.1606,10.8488,9.68059,8.63955,7.71134,6.88344,6.14481,5.48569,4.89744,4.37238,3.90368,3.48527,3.11174,25.926
1958,430.879,292.366,208.691,156.502,121.905,97.9626,80.5799,67.9153,57.9886,53.5193,46.4407,40.5926,35.6701,31.4675,27.8417,24.6874,21.9252,19.4961,17.3543,15.4609,13.7825,12.2918,10.9657,9.78483,8.73254,7.79433,6.95752,6.21094,5.54473,4.95014,4.41943,3.94569,3.52278,3.14523,26.2051
1959,431.448,293.107,208.39,155.908,121.621,97.8507,80.7065,67.7645,58.0372,50.1705,46.7423,40.8507,35.8991,31.6733,28.026,24.8526,22.074,19.6286,17.4701,15.5616,13.8708,12.3697,11.0349,9.84643,8.78745,7.84331,7.00123,6.24995,5.57956,4.98124,4.4472,3.97048,3.54491,3.16499,26.3697
