"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34"
1960,3.2314,624.419,920.246,1353.68,1961.84,2759.57,3714.57,4755.09,5765.45,6671.39,7344.75,8284.37,8403.75,8284.04,7978.9,7545.4,7034.78,6487.59,5933.33,5392.74,4879.15,4399.76,3957.58,3553.14,3185.52,2852.92,2553.04,2283.33,2041.23,1824.21,1629.86,1455.97,1300.45,1161.44,9679.78
1961,11.9412,624.533,925.194,1358.58,1961.09,2752.02,3709.88,4754.72,5780.7,6663.75,7358.85,7774.34,8467.33,8345.61,8038.89,7603.3,7089.57,6538.77,5980.85,5436.09,4917.85,4434.02,3987.98,3580.24,3209.74,2874.58,2572.41,2300.65,2056.71,1838.04,1642.23,1467.01,1310.32,1170.25,9753.25
1962,2.14959,2307.88,921.976,1360.79,1960.84,2740.69,3685.9,4730.95,5758.57,6656.09,7322.07,7758.61,7914.36,8375,8066.04,7629.6,7115.19,6563.16,6003.77,5457.58,4937.44,4451.21,4002.87,3593.24,3221.22,2884.79,2581.51,2308.78,2063.98,1844.54,1648.03,1472.2,1314.95,1174.39,9787.75
1963,4.89992,415.45,3312.99,1317.87,1908.64,2663.06,3567.09,4567.21,5567.23,6442.48,7106.14,7500.86,7674.56,7606.81,7866.46,7440.55,6940.13,6403.19,5858.49,5326.33,4819.47,4345.12,3907.14,3506.86,3143.51,2815.07,2519.07,2252.93,2014.04,1799.91,1608.17,1436.59,1283.15,1145.99,9551.09
1964,1.71277,947.007,561.717,4453.23,1738.04,2437.32,3258.63,4154.38,5051.01,5853.12,6462.92,6839.69,6972.01,6934.17,6720.68,6830.05,6374.29,5885.15,5387.98,4900.99,4436.35,4001.08,3598.48,3229.89,2895.08,2592.51,2319.92,2074.84,1854.87,1657.69,1481.12,1323.11,1181.8,1055.48,8796.87
1965,1.53886,331.028,1213.9,716.599,5574.41,2106.59,2830.46,3602.19,4361.14,5040.64,5573.18,5904.41,6035.88,5984.48,5825.25,5553.6,5573.63,5152.52,4723.15,4300.89,3896.37,3516.34,3164.19,2841.03,2546.85,2280.73,2040.96,1825.43,1631.97,1458.55,1303.23,1164.23,1039.91,928.771,7741.04
1966,2.36205,297.415,434.496,1583.57,917.178,6908.37,2501.41,3198.67,3865.49,4448.83,4906.04,5204.32,5325.41,5294.23,5136.12,4916.47,4627.72,4599.62,4221.09,3848.08,3489.62,3151.66,2837.72,2549.16,2285.91,2047.27,1832.06,1638.61,1465,1309.37,1169.98,1045.22,933.636,833.869,6950.33
1967,1.79192,456.513,415.436,598.501,2138.97,1199.57,8656.85,2979.94,3616.71,4154.57,4561.74,4825.76,4942.5,4914.66,4775.81,4551.42,4297.36,4002.78,3947.01,3600.59,3267.73,2953.42,2660.74,2391.26,2145.14,1921.64,1719.72,1538.08,1375.1,1229.03,1098.21,981.132,876.405,782.767,6524.68
1968,3.55803,346.324,642.058,581.694,822.3,2845.61,1529.34,10506.9,3434.77,3963.05,4343.85,4576.08,4673.97,4651.15,4519.56,4313.06,4053.17,3786.04,3497.86,3427.95,3112.66,2815.16,2537.82,2281.94,2047.89,1835.17,1642.67,1469.2,1313.46,1173.9,1048.95,937.137,837.121,747.694,6232.65
1969,3.23878,687.66,501.684,925.512,822.74,1126.17,3734.75,1910.73,12465.7,3873.23,4262.37,4480.33,4555.52,4519.86,4394.59,4193.12,3945.44,3667.83,3398.08,3120.03,3043.49,2753.96,2484.28,2235.21,2006.95,1799.19,1611.02,1441.18,1288.44,1151.48,1028.89,919.211,821.12,733.414,6114.01
1970,1.58342,625.958,997.694,724.63,1311.73,1129.09,1481.03,4673.9,2270.38,14078.4,4172.25,4403.26,4467.33,4412.33,4277.26,4083.49,3841.58,3575.74,3296.92,3035.56,2774.24,2696.77,2433.89,2191.32,1968.79,1765.85,1581.79,1415.53,1265.75,1131.23,1010.75,902.976,806.617,720.471,6006.54
1971,2.38994,306.027,883.441,1402.41,999.497,1751.92,1445.14,1804.25,5406.68,2496.35,14765.5,4196.84,4275.25,4213.43,4066.01,3870.22,3642.99,3390.24,3129.76,2867.86,2628.23,2393.61,2320.72,2090.44,1879.39,1686.73,1511.67,1353.31,1210.53,1082.1,966.864,863.731,771.535,689.135,5745.75
1972,7.5677,461.904,425.22,1221.88,1903.26,1313.44,2206.04,1731.33,2052.21,5845.89,2575.17,14612,4009.81,3968.99,3822.92,3623.47,3401.43,3167.91,2924.46,2683.43,2447.69,2235.54,2030.81,1965.24,1767.76,1587.62,1423.77,1275.27,1141.19,1020.47,911.985,814.727,727.728,649.988,5419.76
1973,3.71557,1462.61,661.291,606.014,1708.72,2577.14,1703.9,2722.3,2028.25,2284.98,6207.75,2622.28,14360.9,3828.11,3702.23,3501.61,3272.46,3038.96,2807.24,2575.56,2352.36,2138.29,1947.92,1766.13,1706.67,1533.54,1376.19,1233.44,1104.31,987.887,883.175,789.148,704.898,629.566,5249.66
1974,1.67965,718.108,2092.17,942.296,847.364,2313.42,3342.76,2103.13,3190.38,2258.96,2426.65,6320.66,2576.69,13707.8,3570.64,3391.38,3163.13,2924.74,2694.15,2473.56,2259.05,2056.21,1864.32,1695.11,1534.74,1481.52,1330.19,1193.01,1068.8,956.608,855.556,764.737,683.231,610.231,5088.35
1975,1.28094,324.625,1032.07,2933.11,1294.44,1127.08,2947.8,4054.27,2422.02,3490.59,2355.08,2423.76,6089.39,2410.7,12529.7,3204.9,3001.53,2769.6,2540.08,2325.47,2125.25,1934.25,1756.05,1589.12,1442.83,1304.94,1258.7,1129.47,1012.56,906.849,811.462,725.615,648.505,579.332,4830.75
1976,1.19063,247.567,456.675,1445.06,4029.69,1721.95,1436.45,3575.31,4668.98,2650.8,3642.93,2356.53,2340.43,5711.35,2209.07,11274.1,2843.29,2634.22,2410.81,2197.37,2002.39,1823.63,1655.43,1500.02,1355.48,1229.39,1111.02,1071.02,960.647,860.932,770.867,689.661,616.619,551.039,4595.79
1977,0.865569,230.112,344,632.121,1962.79,5299.66,2169.32,1722.12,4069.68,5049.25,2731.87,3597.12,2244.56,2164.92,5161.6,1960.47,9865.83,2461.57,2262.08,2057.55,1866.77,1695.27,1539.97,1395.26,1262.48,1139.63,1032.8,932.822,898.85,805.96,722.131,646.473,578.296,516.999,4314.21
1978,1.2532,167.288,314.928,468.825,845.348,2541.59,6574.72,2560.9,1930.12,4333.66,5124.29,2656.61,3374.53,2045.09,1927.34,4512.72,1690.23,8415.59,2082.8,1902.36,1722.45,1557.4,1410.72,1279.05,1157.22,1046,943.474,854.544,771.489,743.158,666.201,596.804,534.209,477.825,3990.83
1979,1.30493,242.205,230.79,432.684,632.056,1103.5,3178.17,7821.7,2892.39,2071.56,4434.44,5026.3,2514.44,3102.36,1837.09,1700.2,3925.49,1454.62,7183.84,1767.09,1606.6,1449.67,1307.4,1182,1070.16,967.214,873.567,787.488,712.955,643.457,619.681,555.414,497.493,445.271,3723.74
1980,0.888679,252.203,330.276,313.251,576.255,815.068,1363.2,3735.14,8726.89,3066.49,2093.7,4295.83,4698.38,2283.18,2752.9,1601.12,1461.42,3338.65,1227.27,6024.52,1475.21,1336.69,1203.08,1082.97,977.727,884.294,798.612,720.877,649.569,587.905,530.473,510.784,457.752,409.978,3434.75
1981,2.74381,171.755,344.602,449.223,418.069,744.679,1009.13,1605.83,4177.08,9272.36,3105.07,2031.4,4020.96,4271.63,2028.54,2402.37,1378.06,1244.62,2820.72,1030.65,5036.54,1229.13,1110.91,997.992,897.105,809.09,731.21,659.986,595.493,536.42,485.384,437.893,421.586,377.78,3172.22
1982,1.83135,530.296,233.478,466.331,596.502,537.477,916.359,1181.11,1784.3,4409.35,9326.68,2992.23,1888.39,3630.81,3769.71,1758.55,2054.28,1166.13,1044.9,2354.02,856.288,4170.49,1015.24,915.889,821.661,737.844,664.948,600.604,541.875,488.773,440.186,398.238,359.228,345.819,2911.26
1983,1.29483,353.945,775.546,339.818,665.976,824.85,712.104,1155.33,1413.64,2028.03,4771.41,9659.98,2987.33,1830.09,3436.86,3503.37,1611.31,1861.99,1048.33,933.554,2093.42,758.853,3686.37,895.659,806.855,723.075,648.802,584.361,527.587,475.844,429.111,386.386,349.52,315.252,2857.61
1984,2.06597,250.251,509.14,1109.79,477.122,905.401,1074.38,882.347,1358.79,1578.93,2156.78,4857.39,9480.28,2846.29,1703.38,3141.15,3157.32,1436.67,1646.76,921.501,816.854,1825.46,660.03,3200.22,776.442,698.725,625.685,561.092,505.147,455.923,411.113,370.672,333.723,301.853,2739.44
1985,1.40363,399.291,360.537,729.674,1560.57,649.591,1180.03,1331.7,1038.2,1518.99,1682.09,2201.52,4782.88,9065.95,2659.47,1562.99,2842.23,2826.49,1275.75,1453.42,809.591,715.199,1594.21,575.324,2785.57,675.132,607.083,543.31,487.012,438.314,395.511,356.576,321.459,289.388,2636.58
1986,2.33736,271.28,569.093,510.993,1014.69,2101.07,836.887,1445.47,1548.58,1147.42,1601.03,1700.11,2147.72,4533.38,8398.4,2419.94,1402.71,2524.01,2490.05,1117.15,1266.99,703.365,619.795,1378.96,496.951,2403.63,582.114,523.143,467.99,419.366,377.345,340.437,306.885,276.635,2517.33
1987,1.05963,451.742,388.138,810.15,713.764,1372.19,2717.9,1029.42,1688.14,1719.26,1215.43,1627.04,1668.09,2047.52,4223.7,7684.91,2183.69,1252.34,2235.26,2191.76,978.829,1106.31,612.6,538.788,1197.04,430.937,2082.71,504.102,452.839,404.97,362.808,326.398,294.435,265.391,2415.57
1988,1.61753,204.794,643.971,549.964,1126.26,960.63,1765.94,3324.87,1195.54,1863.78,1811.11,1228.41,1587.78,1581.87,1897.85,3845.6,6901.05,1940.38,1103.93,1958.53,1911.74,850.89,959.289,530.192,465.659,1033.49,371.774,1795.75,434.464,390.161,348.836,312.465,281.071,253.523,2307.85
1989,3.66833,312.62,288.732,902.822,756.502,1499.76,1222.54,2136.08,3818.35,1305.34,1942.06,1811.02,1186.26,1490.18,1451.28,1710.5,3418.72,6070.96,1693.45,957.687,1691.44,1645.49,730.549,822.08,453.727,398.09,882.857,317.406,1532.5,370.656,332.783,297.485,266.434,239.642,2183.28
1990,1.37878,708.978,441.456,405.16,1242.95,1008.34,1912.46,1481.97,2458.17,4177.57,1362.96,1945.92,1752.3,1115.34,1369.3,1309.73,1522.28,3010.23,5302.45,1470.07,827.563,1456.62,1413.43,626.331,703.809,388.043,340.196,754.027,270.973,1307.9,316.259,283.895,253.749,227.242,2065.98
1991,2.26607,266.476,1006.21,619.316,557.459,1655.58,1283.77,2314.16,1702.49,2684.81,4354.5,1363.33,1879.63,1644.79,1023.18,1233.76,1163.78,1338.31,2625.14,4596.02,1268.41,711.6,1249.32,1209.98,535.42,601.022,331.114,290.119,642.76,230.914,1114.29,269.396,241.796,216.1,1952.47
1992,0.568985,437.962,376.813,1406.11,848.782,739.575,2097.99,1545.58,2644.93,1849.95,2784.21,4333.41,1310.17,1755.39,1501.35,917.361,1090.94,1018.21,1161.53,2264.6,3946.82,1085.54,607.467,1064.49,1029.52,455.094,510.46,281.061,246.158,545.193,195.817,944.76,228.381,204.964,1837.76
1993,2.15145,109.968,622.91,532.95,1951.28,1140.31,950.069,2562.07,1792,2915.54,1946.16,2810.75,4224.52,1241.16,1625.22,1365.23,822.649,967.932,896.124,1016.05,1971.91,3424.96,939.609,524.804,918.336,887.241,391.893,439.317,241.786,211.694,468.751,168.332,812.048,196.281,1755.16
1994,3.72159,415.811,156.228,881.569,737.427,2611.85,1460.76,1157.17,2962.52,1969.99,3058.84,1959.38,2732.71,3991.25,1146.08,1474,1221.11,728.025,849.716,781.909,882.511,1706.92,2957.17,809.741,451.632,789.471,762.148,336.447,377,207.423,181.565,401.968,144.331,696.201,1672.62
1995,0.910114,719.271,593.002,221.982,1227.17,993.523,3368.6,1791.23,1347.02,3278.64,2080.69,3100.29,1917.72,2598.97,3709.76,1046.21,1326.91,1087.58,643.182,746.12,683.441,768.735,1483.07,2564.48,701.22,390.695,682.419,658.421,290.533,325.449,179.018,156.674,346.816,124.517,2043.21
1996,1.17444,175.898,1022.3,839.559,306.986,1641.44,1272.11,4100.68,2069.96,1479.92,3437.71,2093.55,3012.3,1810.58,2398.02,3361.69,934.896,1173.12,953.754,560.601,647.345,590.933,662.984,1276.62,2204.37,602.12,335.219,585.182,564.362,248.949,278.803,153.333,134.177,296.989,1855.78
1997,1.65778,226.985,250.023,1447.3,1159.06,409.755,2097.45,1545.8,4730.74,2270.33,1549.09,3453.11,2030.71,2839.26,1667.83,2169.49,2999.16,825.214,1027.13,829.975,485.614,558.835,508.833,569.788,1095.61,1889.83,515.804,286.998,500.79,482.819,212.93,238.422,131.108,114.718,1840.11
1998,1.36849,320.399,322.77,354.18,2005.24,1553.73,526.07,2560.28,1791.13,5211.39,2386.86,1562.84,3364.07,1922.34,2626.62,1515.29,1943.68,2658.38,725.529,897.537,721.936,420.953,483.186,439.115,491.023,943.167,1625.61,443.433,246.624,430.204,414.669,182.843,204.707,112.557,1677.78
1999,1.71175,264.488,451.643,453.27,486.64,2665.92,1978.37,636.996,2943.02,1957.43,5435.31,2388.92,1510.52,3159.73,1764.77,2368.49,1347.57,1710.33,2320.5,629.49,775.199,621.418,361.426,414.077,375.783,419.768,805.677,1387.85,378.414,210.397,366.925,353.614,155.901,174.527,1525.98
2000,2.0778,330.83,371.573,632.158,621.434,645.702,3385.87,2388.72,730.113,3207.01,2035.66,5424.3,2302.18,1414.49,2891.6,1586.11,2099.16,1181.63,1487.58,2005.98,541.676,664.774,531.537,308.561,353.012,320.029,357.209,685.209,1179.82,321.593,178.762,311.701,300.354,132.408,1443.88
2001,1.93648,401.577,463.887,519.125,865.892,823.956,819.344,4084.4,2735.45,794.889,3332.18,2029.72,5222.77,2154.01,1293.44,2596.97,1404.8,1839.49,1027.12,1285.21,1725.18,464.262,568.317,453.552,262.919,300.48,272.194,303.642,582.207,1002.15,273.1,151.781,264.62,254.963,1337.71
2002,1.39941,374.264,565.009,650.147,710.732,1146.67,1044.87,987.395,4671.42,2974.36,824.866,3318.24,1951.83,4880.46,1967.21,1160.21,2297.28,1229.54,1597.06,886.354,1104.04,1476.95,396.454,484.397,386.037,223.549,255.288,231.124,257.718,493.996,850.119,231.628,128.716,224.386,1350.2
2003,4.61495,270.463,522.479,785.426,878.342,927.641,1432.73,1240.48,1112.51,5003.86,3040.62,809.199,3143.49,1796.84,4391.23,1738.52,1011.2,1981.1,1051.82,1357.97,750.246,931.336,1242.77,332.967,406.259,323.43,187.15,213.6,193.3,215.474,412.927,710.485,193.558,107.55,1315.35
2004,0.54581,891.931,385.092,740.96,1086.53,1174.81,1187.22,1742.84,1432.39,1221.31,5242.53,3057,785.58,2965.12,1656.17,3974.49,1551.5,892.733,1734.74,915.344,1176.31,647.634,801.882,1067.97,285.726,348.25,277.03,160.208,182.77,165.348,184.272,353.07,607.415,165.463,1216.03
2005,3.21621,105.489,1277.83,549.5,1031.06,1461.54,1509.86,1450.12,2021.13,1579.27,1285.09,5293.59,2980.79,744.348,2745.79,1506.29,3564.81,1376.82,785.833,1517.72,797.174,1020.95,560.662,692.877,921.491,246.278,299.936,238.459,137.843,157.206,142.187,158.433,303.522,522.125,1187.21
2006,0.939124,621.596,151.831,1832.22,770.671,1398.89,1895.79,1862.18,1698.23,2250.35,1678.12,1310.39,5212.33,2851.9,695.955,2521.23,1363.85,3193.22,1223.28,693.921,1334.03,698.276,891.984,488.902,603.334,801.554,214.055,260.541,207.049,119.648,136.423,123.367,137.445,263.289,1482.47
2007,1.38953,181.504,893.177,217.345,2566.31,1044.36,1813.28,2337.2,2180,1890.14,2390.33,1710.54,1289.82,4985.36,2665.75,638.89,2282.37,1221.49,2836.77,1080.09,609.878,1168.43,610.026,777.763,425.692,524.774,696.637,185.929,226.209,179.709,103.824,118.36,107.019,119.22,1513.9
2008,3.35086,268.554,263.451,1291.17,306.108,3493.61,1360.28,2246.49,2749.55,2438.28,2017.59,2448.49,1691.94,1239.67,4682.46,2458.88,581.106,2053.77,1090.22,2516.38,953.685,536.645,1025.48,534.366,680.329,371.969,458.186,607.887,162.172,197.242,156.659,90.4917,103.147,93.2554,1422.7
2009,1.92461,647.62,386.597,377.737,1805.53,413.829,4516.86,1672.36,2622.46,3051.59,2582.62,2050.75,2403.27,1613.76,1155.57,4286.91,2220.01,519.084,1819.77,960.123,2205.95,833.174,467.635,891.907,464.105,590.254,322.469,396.983,526.462,140.405,170.728,135.576,78.3034,89.246,1311.3
2010,0.621476,371.969,930.694,553.502,529.403,2448.44,536.652,5566.33,1956.37,2916.64,3239.01,2630.54,2016.99,2296.68,1507.02,1059.73,3876.46,1985.96,460.58,1604.75,842.775,1929.66,726.944,407.23,775.592,403.154,512.334,279.736,344.228,456.355,121.679,147.931,117.458,67.8327,1212.93
2011,2.13529,120.113,535.514,1334.94,777.616,719.8,3186.38,664.084,6539.43,2185.13,3109,3313.19,2598.23,1935.64,2153.65,1387.65,962.11,3481.5,1769.02,407.733,1414.03,740.034,1690.03,635.443,355.461,676.275,351.251,446.113,243.474,299.509,396.975,105.828,128.643,102.134,1113.36
2012,1.57089,412.687,172.495,766.166,1868.94,1053.45,934.039,3933.74,778.435,7287.83,2324.06,3173.13,3265.22,2487.89,1811.04,1978.65,1257.02,862.15,3094.24,1562.52,358.465,1238.85,646.669,1473.96,553.404,309.239,587.871,305.155,387.4,211.362,259.944,344.474,91.8197,111.605,1054.22
2013,0.725191,303.606,597.663,248.88,1082.23,2554.36,1376.5,1160.28,4639.65,872.891,7799.16,2386.68,3146.53,3145.89,2342.15,1674.18,1803.46,1133.39,770.991,2749.96,1382.22,315.998,1089.25,567.48,1291.6,484.421,270.477,513.882,266.633,338.386,184.576,226.962,300.726,80.151,1017.4
2014,1.48261,140.157,441.169,865.257,352.945,1485.38,3357.04,1721.32,1377.8,5238.06,940.497,8063.84,2382.79,3052.19,2981.78,2179.89,1536.34,1637.15,1020.44,689.859,2449.13,1226.72,279.721,962.333,500.638,1138.25,426.567,238.034,452.046,234.473,297.5,162.246,199.477,264.283,964.289
2015,1.71984,286.544,203.319,637.631,1225.34,483.758,1948.45,4188.49,2039.23,1551.85,5630.48,970.128,8031.78,2305.92,2886.17,2768.69,1995.72,1391.39,1470.55,910.92,612.959,2168.55,1083.37,246.555,847.011,440.173,999.984,374.53,208.906,396.6,205.664,260.902,142.268,174.898,1076.95
2016,1.86109,332.394,414.082,292.733,899.381,1672.79,632.284,2422.01,4943.11,2288.05,1661.73,5785.66,962.577,7742.93,2172.15,2669.67,2525.09,1800.53,1245.04,1307.73,806.307,540.68,1907.88,951.302,216.188,741.9,385.245,874.685,327.459,182.591,346.561,179.684,227.913,124.267,1093.18
2017,5.72328,359.693,480.359,596.188,412.703,1227.07,2184.91,785.263,2855.62,5540.89,2447.69,1705.88,5735.08,927.061,7286.71,2007.27,2432.43,2275.94,1609.6,1106.14,1156.45,710.558,475.241,1673.74,833.358,189.183,648.714,336.659,764.041,285.945,159.405,302.5,156.819,198.892,1062.15
2018,2.18048,1106.14,520.091,691.987,841.022,563.428,1604.22,2716.61,926.937,3204.73,5934.46,2515.68,1692.96,5529.98,873.465,6741.53,1831.05,2195,2036.98,1431.71,979.319,1020.31,625.285,417.402,1467.93,730.106,165.613,567.558,294.414,667.952,249.924,139.3,264.312,137.008,1101.47
2019,2.18048,421.422,1595.54,747.437,974.234,1145.95,734.731,1988.81,3197.2,1037.16,3422.14,6081.14,2489.18,1627.55,5194.77,805.709,6131.38,1647.41,1958.71,1806.48,1263.81,861.473,895.209,547.561,364.994,1282.26,637.255,144.467,494.875,256.628,582.086,217.758,121.356,230.242,1078.56
2020,2.18048,421.422,604.919,2281.68,1046.05,1319.34,1486.09,905.998,2328.1,3558.2,1101.59,3487.93,5984.85,2380.19,1520.7,4766.11,728.86,5486.89,1462.19,1727.75,1586.09,1105.77,751.8,779.736,476.248,317.121,1113.19,552.912,125.292,429.052,222.441,504.455,188.691,105.147,1133.72
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
