ParName   Value   Gradient
MGparm[3]      273.561 -5.54416e-006
MGparm[4]     0.299632 4.27276e-005
MGparm[5]     -1.03059  5.2564e-005
MGparm[6]    0.0916359 1.74741e-006
MGparm[7]    0.0641882  -2.687e-007
SR_parm[1]      6.66265  0.000196268
SR_parm[2]     0.551794 7.45227e-006
SR_parm[3]     0.683169 -1.5058e-005
recdev1(1961)      1.34365  4.1972e-005
recdev1(1962)    -0.357807 4.33157e-006
recdev1(1963)     0.480438 1.46448e-005
recdev1(1964)    -0.560124 7.01392e-007
recdev1(1965)    -0.610092 3.88806e-006
recdev1(1966)    -0.116392 1.52029e-005
recdev1(1967)    -0.401758 7.10373e-006
recdev1(1968)     0.398423 1.56084e-005
recdev1(1969)     0.237001 1.09302e-005
recdev1(1970)    -0.445193 6.21204e-006
recdev1(1971)  -0.00397024 -2.5397e-007
recdev1(1972)      1.21436 3.14669e-005
recdev1(1973)     0.449555 6.74355e-006
recdev1(1974)    -0.330382 4.56301e-007
recdev1(1975)    -0.594694 -1.37169e-006
recdev1(1976)    -0.653258 -2.0657e-006
recdev1(1977)    -0.939911 -2.66345e-006
recdev1(1978)    -0.546269 -1.28859e-006
recdev1(1979)    -0.488305 -1.05012e-006
recdev1(1980)    -0.836792 -4.11492e-006
recdev1(1981)     0.299476 1.38717e-006
recdev1(1982)   -0.0886056 -3.67631e-007
recdev1(1983)     -0.44089 -3.26853e-006
recdev1(1984)    0.0374964 -6.18117e-007
recdev1(1985)    -0.361269 -3.98373e-006
recdev1(1986)      0.17169 -2.66427e-006
recdev1(1987)    -0.649876 -4.37602e-006
recdev1(1988)    -0.128306 -3.71769e-006
recdev1(1989)     0.857113 -1.62181e-006
recdev1(1990)    -0.184664 -3.53858e-006
recdev1(1991)     0.414248 -3.03078e-006
recdev1(1992)     -1.05484 -5.18382e-006
recdev1(1993)     0.397266 -4.57337e-006
recdev1(1994)      1.06801 -1.6093e-006
recdev1(1995)    -0.502469 -4.80029e-006
recdev1(1996)    -0.202422 -4.15402e-006
recdev1(1997)     0.165329 -4.43138e-006
recdev1(1998)   -0.0357777 -5.05605e-006
recdev1(1999)     0.197035 -5.40775e-006
recdev1(2000)     0.406885 -4.58737e-006
recdev1(2001)     0.324674 -4.11023e-006
recdev1(2002)  -0.00262277 -4.43065e-006
recdev1(2003)      1.32332 -1.15123e-006
recdev1(2004)     -1.03784 -5.55892e-006
recdev1(2005)     0.889117 -5.47209e-006
recdev1(2006)    -0.455008 -5.55895e-006
recdev1(2007)  -0.00667768 -5.18506e-006
recdev1(2008)     0.971096 -4.52628e-006
recdev1(2009)     0.346397 -6.12028e-006
recdev1(2010)     -0.88464 -5.66016e-006
recdev1(2011)     0.453334 -5.38533e-006
recdev1(2012)    0.0734342 -5.58578e-006
recdev1(2013)    -0.807123 -5.3426e-006
recdev1(2014)   -0.0876135 -5.70816e-006
recdev1(2015)    0.0307476 -5.56291e-006
recdev1(2016)    0.0672087 -5.48268e-006
recdev1(2017)      1.19829 -4.92192e-006
init_F[1]    0.0122854 -2.07375e-006
init_F[2]   0.00229208 -1.00501e-006
Q_parm[7]     -4.79135 2.61515e-006
Q_parm[9]     -4.23283 3.19917e-006
Q_parm[10]     -6.30038 2.99264e-006
Q_parm[11]     -6.74902 1.29954e-006
Q_parm[14]    0.0689734 -2.1396e-006
Q_parm[15]   -0.0982196 -1.07897e-006
Q_parm[16]    -0.204988 -2.5344e-007
Q_parm[17]   -0.0330169 -1.77184e-006
selparm[1]      223.585 7.48998e-007
selparm[2]     -11.6712 -1.51239e-009
selparm[3]      7.09857 -5.8858e-007
selparm[4]      5.74426 2.36254e-007
selparm[6]     -3.21757 2.53932e-008
selparm[7]      213.714 9.26182e-007
selparm[8]     -11.6558 -2.03985e-008
selparm[9]      8.02929 -5.50697e-008
selparm[10]      7.09376 1.08837e-006
selparm[12]     -2.54937 1.11457e-006
selparm[13]      242.409 -2.98369e-005
selparm[14]     -12.2091 -1.83716e-009
selparm[15]      7.45464 2.86235e-007
selparm[18]     0.320231  -5.153e-008
selparm[19]      232.686  2.5597e-006
selparm[20]     -11.8829 -4.70186e-009
selparm[21]      6.59891 -1.14728e-006
selparm[22]      6.19262 1.23727e-006
selparm[24]      -3.6451 4.54518e-007
selparm[25]      74.4972 4.02977e-005
selparm[27]      4.74968 -2.03722e-005
selparm[31]      212.077 9.93847e-007
selparm[32]     -2.21087 1.29164e-006
selparm[33]      6.82383 4.69344e-007
selparm[36]     -4.08798  6.0675e-007
selparm[37]      125.058 1.56676e-006
selparm[38]     -2.29664  1.6166e-006
selparm[40]      7.41611 1.94248e-006
selparm[43]      269.992 -4.91071e-007
selparm[44]     -12.1177 4.86997e-008
selparm[45]      7.82481 2.29159e-007
selparm[46]      4.90501 3.13057e-008
selparm[48]     -2.56309 2.11779e-007
selparm[49]      192.021 1.15833e-006
selparm[50]     -1.28649 3.66572e-006
selparm[51]      5.72354  -6.053e-007
selparm[52]      7.34993 2.14745e-006
selparm[54]     -3.08373 1.38924e-006
selparm[57]      111.913  1.2373e-007
selparm[58]     -1.91538 -6.4667e-008
selparm[60]     -3.07739 -3.04232e-008
selparm[63]       194.69 6.45785e-007
selparm[64]    -0.254051 1.06947e-006
selparm[65]      6.66414 3.94155e-008
selparm[68]     -1.74974 9.64267e-007
selparm[71]      210.114 3.00962e-006
selparm[72]      -3.1497 1.72548e-006
selparm[73]      6.60034 -3.62884e-007
selparm[74]      7.74107 3.09846e-006
selparm[76]      -3.7323 7.06459e-007
selparm[79]      248.661 -7.66433e-009
selparm[80]     -11.5641 2.19934e-008
selparm[81]      7.30983 7.35467e-007
selparm[82]      6.38114 1.54678e-007
selparm[84]     -3.04678 1.71361e-007
selparm[85]      244.767 9.05369e-007
selparm[86]      14.5428 -1.26352e-007
selparm[99]      165.486 1.49344e-005
selparm[102]     -3.34722 3.34063e-006
selparm[104]      7.47665 1.17808e-005
selparm[105]     -6.25188 -2.13588e-007
selparm[106]      83.8447 1.97687e-006
selparm[107]     -1.16374 3.05921e-007
selparm[110]      295.986 -1.46561e-006
selparm[111]     -6.09225 9.53715e-009
selparm[113]      1.62544 -7.06693e-009
parm_dev[1](2011)    -0.761001 1.27264e-006
parm_dev[1](2012)     0.368617 1.96637e-006
parm_dev[1](2013)     0.462209 1.24213e-006
parm_dev[1](2014)    0.0325417 3.79776e-007
parm_dev[1](2015)    0.0546707 6.93646e-008
