ParName   Value   Gradient
MGparm[3]      272.826  1.7329e-006
MGparm[4]     0.301234 -1.3718e-005
MGparm[5]     -1.03631 -1.69701e-005
MGparm[6]    0.0918684 -6.44497e-007
MGparm[7]    0.0637994 5.35968e-008
SR_parm[1]      6.69109 -6.43109e-005
SR_parm[2]          0.5 -2.73087e-008
SR_parm[3]     0.666559 5.27279e-006
recdev1(1961)      1.27914 -1.11875e-005
recdev1(1962)    -0.302688 -1.05458e-006
recdev1(1963)     0.453781 -4.59411e-006
recdev1(1964)    -0.552469 -8.9861e-007
recdev1(1965)    -0.622514 -2.21329e-006
recdev1(1966)    -0.179479 -4.74503e-006
recdev1(1967)    -0.369094 -3.14353e-006
recdev1(1968)     0.317898 -6.76773e-006
recdev1(1969)     0.261907 -5.66864e-006
recdev1(1970)    -0.435363 -1.33808e-006
recdev1(1971)   0.00371588 -3.07904e-006
recdev1(1972)      1.20656 -1.08289e-005
recdev1(1973)     0.460242 -3.80083e-006
recdev1(1974)    -0.339348 -5.43776e-007
recdev1(1975)    -0.582202 2.61975e-007
recdev1(1976)     -0.62966 5.04061e-007
recdev1(1977)    -0.908315 1.07585e-006
recdev1(1978)    -0.506765 8.10227e-007
recdev1(1979)    -0.446003 9.78178e-007
recdev1(1980)    -0.790266 1.29168e-006
recdev1(1981)     0.348115 7.66521e-007
recdev1(1982)   -0.0261162 1.20928e-006
recdev1(1983)       -0.381 1.30073e-006
recdev1(1984)    0.0966716 8.38326e-007
recdev1(1985)    -0.285669 9.94228e-007
recdev1(1986)     0.257379 3.57686e-007
recdev1(1987)    -0.539398 1.04788e-006
recdev1(1988)    -0.037704 9.06062e-007
recdev1(1989)     0.950919 2.14696e-008
recdev1(1990)    -0.112636 1.44458e-006
recdev1(1991)     0.472326 1.41949e-006
recdev1(1992)    -0.969856 1.66321e-006
recdev1(1993)     0.435232 1.76956e-006
recdev1(1994)      1.13805   2.052e-006
recdev1(1995)    -0.374173 1.79762e-006
recdev1(1996)     -0.10907 1.89656e-006
recdev1(1997)     0.262157 1.83107e-006
recdev1(1998)    0.0587763 1.66483e-006
recdev1(1999)     0.283541 1.58804e-006
recdev1(2000)     0.486783 1.39372e-006
recdev1(2001)      0.40119 1.47566e-006
recdev1(2002)    0.0557882 1.59857e-006
recdev1(2003)      1.42872 1.55511e-006
recdev1(2004)    -0.894507  1.7044e-006
recdev1(2005)       0.9441   2.084e-006
recdev1(2006)    -0.507034 1.81173e-006
recdev1(2007)     0.038323 1.87866e-006
recdev1(2008)     0.830606 1.84771e-006
recdev1(2009)    -0.385356 1.84095e-006
recdev1(2010)    -0.983702 1.68659e-006
recdev1(2011)   -0.0976639 1.73911e-006
recdev1(2012)    -0.197268   1.783e-006
recdev1(2013)    -0.434757 1.69416e-006
recdev1(2014)     0.481704 1.70583e-006
recdev1(2015)    -0.194016 1.78073e-006
recdev1(2016)      0.13597 1.65016e-006
recdev1(2017)     0.104493 1.78993e-006
init_F[1]     0.011826 1.38797e-006
init_F[2]   0.00217973 1.59833e-007
Q_parm[8]     -6.33532 -1.38043e-006
Q_parm[9]     -6.77993 -1.1423e-006
Q_parm[13]     -0.23073 6.60666e-007
Q_parm[14]   -0.0447391 8.56307e-007
selparm[1]      220.219 -1.69127e-007
selparm[2]     -11.6148 -8.84566e-009
selparm[3]      7.13941 1.20591e-007
selparm[4]       5.7499 -1.53331e-007
selparm[6]     -2.83492 -1.07998e-007
selparm[7]      212.841 -5.57569e-007
selparm[8]     -11.5606 5.85127e-011
selparm[9]      8.05816 4.70844e-007
selparm[10]      7.08771 -2.05194e-007
selparm[12]     -2.45377 -2.11716e-007
selparm[13]      242.406 4.82924e-005
selparm[14]     -11.9032 2.19008e-009
selparm[15]      7.43455 -9.17161e-008
selparm[18]    -0.101719 9.84514e-009
selparm[19]      232.178 -1.62222e-007
selparm[20]     -11.8401 4.48646e-009
selparm[21]      6.60479 1.02203e-007
selparm[22]      6.21504 -1.91732e-007
selparm[24]     -3.56088 -1.63034e-007
selparm[25]      74.4283 -1.55777e-005
selparm[27]       4.7551 8.05948e-006
selparm[31]      212.893 -5.86746e-007
selparm[32]     -2.33642 -2.4103e-007
selparm[33]      6.87108 2.36482e-007
selparm[36]     -4.02273 -1.39032e-007
selparm[37]      125.019 -3.54262e-007
selparm[38]     -2.29865 -8.67061e-008
selparm[40]      7.41944 -1.59333e-007
selparm[43]      270.389 1.33667e-007
selparm[44]     -12.0562 8.22134e-009
selparm[45]      7.86218 -8.6192e-008
selparm[46]       4.8779 8.61827e-008
selparm[48]      -2.4571  2.2125e-009
selparm[49]      192.536 -8.50983e-007
selparm[50]      -1.2676 -1.13089e-006
selparm[51]      5.78853 3.56931e-007
selparm[52]      7.27319 -4.5624e-007
selparm[54]     -2.78185 -2.79001e-007
selparm[57]      113.354 2.55888e-008
selparm[58]      -1.9641 6.86409e-007
selparm[60]     -3.12443 4.17032e-010
selparm[63]      193.292 -4.4081e-007
selparm[64]    -0.232543 -5.67174e-007
selparm[65]       6.6522 2.75145e-007
selparm[68]     -1.72195 -2.76639e-007
selparm[71]      208.688 -2.64556e-006
selparm[72]     -11.3063 -1.4929e-009
selparm[73]      6.55215 1.08482e-006
selparm[74]      7.81198 -1.56143e-006
selparm[76]     -3.48258 -4.28605e-007
selparm[79]      254.636 -7.61056e-008
selparm[80]     -11.2584 -2.16096e-009
selparm[81]      7.46583 -5.44269e-008
selparm[82]      6.06475 -5.57121e-008
selparm[84]     -2.93605  4.8667e-009
selparm[85]      245.287 2.66833e-008
selparm[86]      15.0999 -4.68241e-009
selparm[99]      165.303 -4.41051e-006
selparm[102]     -3.29812 -1.25966e-006
selparm[104]      7.44874 -3.75701e-006
selparm[105]     -6.20422 -2.82103e-007
selparm[106]       84.303 -2.32141e-006
selparm[107]     -1.36133 -1.33077e-005
selparm[110]      297.008 1.08179e-006
selparm[111]     -6.03923 3.25156e-009
selparm[113]      1.76911 -1.01629e-009
parm_dev[1](2011)    -0.725923 1.61075e-007
parm_dev[1](2012)     0.372885 -5.33329e-007
parm_dev[1](2013)     0.474089 -6.18784e-007
parm_dev[1](2014)    0.0330498 -4.23515e-007
parm_dev[1](2015)    0.0459646 -5.83051e-007
