ParName   Value   Gradient
MGparm[3]      273.626 4.19696e-005
MGparm[4]     0.298985 -0.000218152
MGparm[5]      -1.0249  -0.00027129
MGparm[6]     0.091911 -9.92755e-006
MGparm[7]    0.0639974 -6.6906e-007
SR_parm[1]      6.66733  -0.00104696
SR_parm[2]     0.547747 -4.09248e-005
SR_parm[3]     0.682329 8.90962e-005
recdev1(1961)      1.33605 -0.000200232
recdev1(1962)    -0.356868 -9.91184e-006
recdev1(1963)     0.475994 -7.71081e-005
recdev1(1964)    -0.557506 -1.33951e-005
recdev1(1965)    -0.613247 -2.18625e-005
recdev1(1966)    -0.121893 -6.7326e-005
recdev1(1967)    -0.402237 -3.37019e-005
recdev1(1968)     0.385118 -9.15506e-005
recdev1(1969)     0.241413 -7.52915e-005
recdev1(1970)     -0.44979 -1.65009e-005
recdev1(1971)   -0.0123244 -3.68913e-005
recdev1(1972)        1.212 -0.000168873
recdev1(1973)     0.450607 -5.4553e-005
recdev1(1974)    -0.332947 -1.0569e-005
recdev1(1975)    -0.596955 1.02842e-006
recdev1(1976)    -0.653635  6.0705e-006
recdev1(1977)     -0.94195 1.33037e-005
recdev1(1978)    -0.545941 6.78942e-006
recdev1(1979)    -0.487058 8.56734e-006
recdev1(1980)    -0.840522 1.87527e-005
recdev1(1981)     0.299593 -1.1247e-006
recdev1(1982)   -0.0844245 8.66219e-006
recdev1(1983)    -0.441598  1.5936e-005
recdev1(1984)    0.0396865 7.32889e-006
recdev1(1985)    -0.357729 1.67656e-005
recdev1(1986)      0.17178 9.05686e-006
recdev1(1987)    -0.642302 2.23768e-005
recdev1(1988)    -0.133076 1.72965e-005
recdev1(1989)     0.858975 3.34509e-006
recdev1(1990)    -0.186953 2.20956e-005
recdev1(1991)     0.406852 1.63912e-005
recdev1(1992)     -1.05542 2.77249e-005
recdev1(1993)     0.369198 2.20446e-005
recdev1(1994)      1.08182 1.71693e-005
recdev1(1995)    -0.457773 2.63641e-005
recdev1(1996)    -0.188546 2.53732e-005
recdev1(1997)      0.19028 2.14257e-005
recdev1(1998)  -0.00971278  2.2602e-005
recdev1(1999)     0.223222 2.29287e-005
recdev1(2000)     0.422255 2.11933e-005
recdev1(2001)     0.328961 2.30791e-005
recdev1(2002)    -0.003201 2.57745e-005
recdev1(2003)      1.33255 1.72717e-005
recdev1(2004)     -1.03241 2.78685e-005
recdev1(2005)     0.884479 2.53738e-005
recdev1(2006)    -0.474144 2.87774e-005
recdev1(2007)    -0.037591 2.95804e-005
recdev1(2008)     0.941727 2.87321e-005
recdev1(2009)     0.330408 2.90763e-005
recdev1(2010)    -0.894938 2.97587e-005
recdev1(2011)     0.444242 2.88889e-005
