ParName   Value   Gradient
MGparm[3]      272.833 -7.59235e-009
MGparm[4]     0.301597 3.39728e-006
MGparm[5]     -1.03905  3.9085e-006
MGparm[6]    0.0919707 1.19535e-007
MGparm[7]     0.063819 1.33469e-007
SR_parm[1]      6.69286 1.19016e-005
SR_parm[2]          0.5 -3.29768e-007
SR_parm[3]     0.673774 -1.33635e-006
recdev1(1961)      1.28182 2.24846e-006
recdev1(1962)    -0.312762 1.22632e-006
recdev1(1963)     0.449225 1.11271e-006
recdev1(1964)    -0.558684 7.83899e-007
recdev1(1965)    -0.629655 -7.23944e-007
recdev1(1966)    -0.171105 3.69506e-007
recdev1(1967)    -0.397329 5.69475e-007
recdev1(1968)     0.359308 1.40136e-006
recdev1(1969)     0.235577 -8.42909e-007
recdev1(1970)    -0.447113 2.81378e-007
recdev1(1971)  -0.00643333 3.28248e-007
recdev1(1972)      1.20725 9.06321e-007
recdev1(1973)     0.452009  2.1169e-007
recdev1(1974)    -0.322148 2.61884e-007
recdev1(1975)    -0.579991 4.37546e-007
recdev1(1976)     -0.63307 5.97072e-007
recdev1(1977)    -0.911529 5.02618e-007
recdev1(1978)    -0.513577 8.96515e-007
recdev1(1979)    -0.447265 6.94479e-007
recdev1(1980)    -0.793135 2.71356e-007
recdev1(1981)      0.34597  1.0384e-006
recdev1(1982)   -0.0273084 1.80857e-007
recdev1(1983)    -0.381342 -1.88288e-007
recdev1(1984)      0.10185 2.85107e-007
recdev1(1985)    -0.294339 5.18778e-008
recdev1(1986)     0.238284 3.95883e-007
recdev1(1987)    -0.567295 -4.79017e-008
recdev1(1988)   -0.0595479 2.23124e-007
recdev1(1989)      0.93316 2.14099e-007
recdev1(1990)    -0.116416 9.46314e-009
recdev1(1991)     0.471816 -2.02952e-007
recdev1(1992)    -0.975568 4.36934e-008
recdev1(1993)     0.434885 3.68825e-007
recdev1(1994)      1.15682  8.1507e-007
recdev1(1995)    -0.373551 2.64595e-007
recdev1(1996)    -0.115828 -1.85838e-007
recdev1(1997)     0.269482 -5.80074e-007
recdev1(1998)    0.0742634 -3.08882e-007
recdev1(1999)     0.307789 4.95982e-009
recdev1(2000)      0.51473 -1.30002e-007
recdev1(2001)     0.417855 3.45194e-007
recdev1(2002)     0.084699  3.6971e-007
recdev1(2003)      1.42622 8.96187e-007
recdev1(2004)    -0.929255 -1.3852e-007
recdev1(2005)     0.928101 2.42875e-008
recdev1(2006)    -0.510234 -1.24217e-007
recdev1(2007)    0.0257891 -4.60685e-007
recdev1(2008)     0.852563 -8.94296e-007
recdev1(2009)    -0.348537 1.00807e-008
recdev1(2010)     -0.97213 -3.71368e-008
recdev1(2011)   -0.0940974  6.5699e-008
recdev1(2012)    -0.199374 -1.33866e-007
recdev1(2013)    -0.436442 -1.30922e-007
recdev1(2014)     0.487102 -2.29107e-007
recdev1(2015)    -0.191016 -2.17143e-009
recdev1(2016)     0.145893 -1.54224e-007
recdev1(2017)     0.113629 -8.51505e-008
init_F[1]    0.0118003 -5.33006e-007
init_F[2]   0.00218051 8.28678e-007
Q_parm[8]     -4.20908 1.35161e-006
Q_parm[9]     -6.34929 -1.05109e-007
Q_parm[10]     -6.79404 -2.51361e-007
Q_parm[14]    -0.103703 -8.55344e-007
Q_parm[15]    -0.229583 6.16079e-007
Q_parm[16]   -0.0441099 3.78083e-007
selparm[1]      220.259 8.14974e-007
selparm[2]     -11.6001 2.37805e-007
selparm[3]      7.13806 5.13574e-007
selparm[4]      5.74278 1.00437e-006
selparm[6]     -2.83813 5.04519e-008
selparm[7]      212.849 -4.21687e-007
selparm[8]     -11.5699 -1.23817e-006
selparm[9]      8.05814 -8.53941e-008
selparm[10]      7.08421 -6.13215e-007
selparm[12]     -2.45977 3.26386e-007
selparm[13]      242.406 -1.22789e-006
selparm[14]     -11.8983 -3.28005e-008
selparm[15]      7.43538 -7.11812e-007
selparm[18]    -0.108163 -2.64999e-006
selparm[19]       232.17 1.58008e-006
selparm[20]     -11.8373 -5.23887e-008
selparm[21]       6.6069 -7.31436e-007
selparm[22]       6.2163 8.76207e-007
selparm[24]     -3.56174   3.745e-007
selparm[25]      74.3036 2.70462e-006
selparm[27]       4.7378 -1.10758e-006
selparm[31]      212.717 -6.61661e-007
selparm[32]      -2.3563 -2.32802e-007
selparm[33]      6.86292 6.45156e-007
selparm[36]     -3.97973 -1.85159e-007
selparm[37]      125.042 -1.09017e-008
selparm[38]      -2.2966 -9.02195e-008
selparm[40]       7.4183 2.89368e-008
selparm[43]      270.348 -4.05805e-007
selparm[44]     -12.0573 3.23778e-008
selparm[45]      7.86292 1.20027e-007
selparm[46]       4.8831 -1.96091e-007
selparm[48]     -2.46128 -3.38931e-007
selparm[49]      192.534 5.01359e-007
selparm[50]     -1.27349 -5.24174e-007
selparm[51]      5.78826 -4.86901e-007
selparm[52]       7.2763 -2.90956e-007
selparm[54]      -2.7926 5.20685e-008
selparm[57]      113.349 2.49303e-007
selparm[58]     -1.96394 1.97455e-006
selparm[60]     -3.12376 1.50055e-008
selparm[63]      193.031 -1.02264e-007
selparm[64]    -0.228653 3.12062e-007
selparm[65]      6.63879 -1.62579e-007
selparm[68]     -1.72513 1.86937e-007
selparm[71]      208.717 2.56683e-006
selparm[72]     -11.2877 1.19439e-008
selparm[73]      6.55526 -1.2084e-006
selparm[74]      7.81102 2.56033e-006
selparm[76]     -3.49792  7.8153e-007
selparm[79]      254.498 -2.30624e-007
selparm[80]      -11.282 -6.95435e-008
selparm[81]      7.46459 -5.47457e-007
selparm[82]      6.07079 -2.35464e-007
selparm[84]     -2.93984 -2.28152e-007
selparm[85]      245.287  -1.951e-007
selparm[86]      15.1058 1.96045e-008
selparm[99]       165.25 1.04449e-006
selparm[102]     -3.27956 4.21591e-007
selparm[104]       7.4474 1.05176e-006
selparm[105]     -6.20382 -3.41998e-008
selparm[106]        83.79 -4.16992e-007
selparm[107]     -1.16296 -3.35161e-006
selparm[110]      296.844 4.82729e-007
selparm[111]     -6.04416 -2.6829e-009
selparm[113]      1.78231 8.64083e-010
parm_dev[1](2011)    -0.733211 5.55346e-006
parm_dev[1](2012)     0.374488 6.18107e-006
parm_dev[1](2013)     0.474191 5.48049e-006
parm_dev[1](2014)    0.0341465 5.10443e-006
parm_dev[1](2015)    0.0469276 2.22242e-006
