"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34"
1950,5.3731,1041.03,1505.11,2178.39,3107.26,4308.38,5751.61,7347.35,8956.85,10428.2,11622.8,12445.5,12865.2,12911.2,12649.5,12159.2,11515.8,10782.9,10009.7,9231.41,8472.14,7746.98,7064.68,6429.51,5842.72,5303.63,4810.35,4360.33,3950.65,3578.29,3240.24,2933.61,2655.64,2403.78,22879.9
1951,5.37162,1022.37,1505.23,2177.22,3104.63,4307.44,5753.07,7356.69,8972.27,10431.8,11613.3,12428.5,12844.7,12889.4,12628.1,12139.2,11497.6,10766.6,9995.12,9218.43,8460.52,7736.56,7055.32,6421.08,5835.12,5296.78,4804.16,4354.74,3945.6,3573.72,3236.11,2929.87,2652.27,2400.73,22850.8
1952,5.3705,1022.08,1476.88,2166.92,3080.51,4268.06,5712.63,7327.11,8951.7,10430.2,11612,12421.1,12833.2,12875.5,12612.9,12123.9,11483.1,10753.3,9983.11,9207.67,8450.89,7727.93,7047.57,6414.12,5828.86,5291.12,4799.07,4350.13,3941.44,3569.96,3232.71,2926.8,2649.48,2398.21,22826.9
1953,5.3697,1021.87,1479.77,2143.39,3106.14,4303,5748.08,7362.41,8998.36,10467.6,11645,12436.5,12833.1,12867.2,12600.4,12109.4,11468.3,10739.2,9970.21,9196.06,8440.49,7718.64,7039.26,6406.66,5822.16,5285.09,4793.63,4345.23,3937.01,3565.97,3229.1,2923.53,2646.53,2395.54,22801.5
1954,5.36978,1021.72,1475.07,2134.9,3039.95,4270.57,5687.33,7269.74,8899.42,10420.8,11636.9,12456.4,12851.2,12877.1,12605.3,12110.9,11467.6,10737.4,9968.14,9194.11,8438.81,7717.23,7038.08,6405.68,5821.32,5284.38,4793.01,4344.69,3936.54,3565.54,3228.73,2923.2,2646.23,2395.27,22799
1955,5.37026,1021.73,1475.85,2126.25,3025.75,4184.46,5664.25,7235.08,8839.66,10350.3,11614.9,12467.2,12885.3,12905.4,12623,12122,11474.2,10740.9,9969.88,9195.04,8439.44,7717.77,7038.61,6406.2,5821.83,5284.87,4793.48,4345.13,3936.95,3565.92,3229.07,2923.51,2646.52,2395.53,22801.5
1956,5.37096,1021.83,1477.51,2136.78,3034.82,4199.82,5593.52,7246.19,8833.53,10308.3,11553.5,12453.8,12903.1,12945.1,12655.6,12143.5,11488.8,10750.9,9976.65,9199.87,8443.23,7721,7041.51,6408.86,5824.29,5287.13,4795.56,4347.03,3938.68,3567.5,3230.51,2924.82,2647.7,2396.61,22811.8
1957,5.37206,1021.96,1479.04,2143.22,3060.14,4233.59,5647.49,7198.58,8893.3,10339.5,11533.3,12406,12902.5,12973.4,12703,12182,11515.1,10769.7,9990.23,9209.85,8450.93,7727.36,7047.04,6413.8,5828.77,5291.21,4799.27,4350.41,3941.75,3570.29,3233.04,2927.11,2649.78,2398.49,22829.8
1958,5.37266,1022.17,1477.51,2140.03,3055.57,4241.35,5649.31,7212.57,8777.66,10363,11538.3,12366.7,12842.4,12966,12726.1,12224.2,11549,10792.3,10005.9,9220.97,8458.89,7733.35,7051.91,6418.01,5832.53,5294.63,4802.38,4353.25,3944.34,3572.65,3235.18,2929.06,2651.55,2400.09,22845
1959,5.37219,1022.28,1473.51,2115,2999.08,4146.72,5546.6,7103,8684.87,10142.5,11509.4,12339.4,12781.4,12891.9,12708.9,12239,11583.2,10819.5,10023.3,9232.39,8466.48,7738.37,7055.4,6420.71,5834.81,5296.67,4804.25,4354.97,3945.92,3574.1,3236.51,2930.27,2652.65,2401.09,22854.7
1960,5.36964,1022.19,1471.74,2051.31,2848.3,3928.28,5323.06,7009.84,8636.32,10084.3,11269.1,12288,12724.8,12802.9,12611.9,12201.7,11579.7,10836.6,10035.7,9237.19,8467.17,7736.67,7052.29,6417.03,5831.12,5293.22,4801.13,4352.18,3943.44,3571.88,3234.52,2928.49,2651.05,2399.65,22841.2
1961,20.2458,1021.71,1476.66,2102.83,2871.58,3879.58,5181.45,6777.32,8529.96,10027.2,11207.3,12040.9,12685.7,12761,12538.5,12120.6,11554.9,10842.3,10059.3,9255.44,8477.58,7742.61,7055.47,6418.43,5831.56,5293.27,4801.07,4352.12,3943.41,3571.88,3234.55,2928.54,2651.11,2399.71,22841.9
1962,3.37064,3852.26,1470.79,2041.99,2805,3730.74,4958.63,6555.64,8258.11,9912.95,11141.3,11964.9,12418.3,12709.9,12487.1,12041.2,11470.4,10812.3,10058.7,9272.04,8489.66,7747.96,7057.15,6417.96,5829.81,5290.95,4798.66,4349.85,3941.35,3570.04,3232.92,2927.08,2649.81,2398.55,22831.1
1963,7.97124,641.348,5427.17,1707.24,2097.6,2799.47,3941.79,5872.25,7779.09,9378.76,10786,11692.1,12177.2,12317.4,12342.1,11920,11339.9,10689.2,9994.91,9241.47,8479.41,7737.09,7042.94,6402.7,5814.5,5276.09,4784.68,4337,3929.7,3559.54,3223.46,2918.56,2642.13,2391.63,22765.8
