ParName   Value   Gradient
MGparm[3]       272.08 -8.25278e-006
MGparm[4]     0.304979 4.72914e-005
MGparm[5]     -1.06182 6.04581e-005
MGparm[6]    0.0912041  2.1756e-006
MGparm[7]    0.0645776 -3.84013e-007
SR_parm[1]      6.65898  0.000240352
SR_parm[2]     0.500284 6.88696e-007
SR_parm[3]      0.63765 -1.68634e-005
recdev1(1961)      1.30249 4.66737e-005
recdev1(1962)    -0.312157 5.13977e-006
recdev1(1963)     0.440496  1.9879e-005
recdev1(1964)    -0.549178  4.1272e-006
recdev1(1965)    -0.618587 5.52475e-006
recdev1(1966)    -0.163006  1.3941e-005
recdev1(1967)    -0.397528 7.29741e-006
recdev1(1968)     0.408412 2.35954e-005
recdev1(1969)     0.215339 1.44897e-005
recdev1(1970)    -0.433884 3.55465e-006
recdev1(1971)  -0.00176026 9.75546e-006
recdev1(1972)      1.20921 2.98115e-005
recdev1(1973)     0.449624 1.26136e-005
recdev1(1974)    -0.304881 1.18176e-006
recdev1(1975)     -0.57087 -1.10465e-006
recdev1(1976)    -0.627468 -1.67519e-006
recdev1(1977)    -0.896893 -3.54118e-006
recdev1(1978)    -0.516089 -3.61455e-006
recdev1(1979)    -0.437774 -3.34063e-006
recdev1(1980)    -0.765721 -4.05888e-006
recdev1(1981)     0.362607 -5.39336e-007
recdev1(1982)  -0.00768275 -2.71919e-006
recdev1(1983)    -0.358664 -3.62156e-006
recdev1(1984)     0.128145 -1.82785e-006
recdev1(1985)    -0.267233 -3.91191e-006
recdev1(1986)     0.309065 -3.99232e-006
recdev1(1987)    -0.494411 -5.90226e-006
recdev1(1988)    0.0262681 -5.48634e-006
recdev1(1989)     0.995638 -2.56241e-006
recdev1(1990)   -0.0574457 -5.4672e-006
recdev1(1991)     0.515091 -4.0061e-006
recdev1(1992)    -0.945321 -6.25957e-006
recdev1(1993)     0.484897 -4.11551e-006
recdev1(1994)      1.11361 -4.30198e-006
recdev1(1995)    -0.435636 -6.34063e-006
recdev1(1996)     -0.15378 -5.79576e-006
recdev1(1997)     0.222832 -5.40855e-006
recdev1(1998)    0.0224497 -6.00345e-006
recdev1(1999)     0.239371 -5.84663e-006
recdev1(2000)      0.44415 -5.66068e-006
recdev1(2001)     0.362586 -5.98112e-006
recdev1(2002)    0.0372443 -6.39696e-006
recdev1(2003)      1.36272 -4.50613e-006
recdev1(2004)    -0.943074 -6.42916e-006
recdev1(2005)     0.876751 -5.09906e-006
recdev1(2006)    -0.528872 -6.68877e-006
recdev1(2007)    0.0112009 -6.57311e-006
recdev1(2008)     0.828617 -6.27142e-006
recdev1(2009)     -0.37578 -6.73777e-006
recdev1(2010)     -0.95987 -6.76717e-006
recdev1(2011)   -0.0697208 -7.10501e-006
recdev1(2012)    -0.169114 -7.0957e-006
recdev1(2013)    -0.404838 -6.89375e-006
recdev1(2014)     0.496022 -6.75953e-006
recdev1(2015)     -0.20504 -6.90288e-006
recdev1(2016)    0.0689515 -6.89028e-006
recdev1(2017)    0.0384939 -6.9504e-006
init_F[1]    0.0121966 -3.39617e-006
init_F[2]   0.00218393 -1.99883e-006
Q_parm[7]     -4.28599 2.46512e-006
Q_parm[9]     -4.09659 2.07987e-006
Q_parm[10]     -6.12841 1.15559e-006
Q_parm[11]     -6.56989 2.27701e-006
Q_parm[14]     0.176526 -1.38833e-006
Q_parm[15]      -0.1476 -1.0819e-006
Q_parm[16]    -0.243756 -1.70412e-006
Q_parm[17]   -0.0499078 -1.44775e-006
selparm[1]        220.6 3.10241e-007
selparm[2]     -11.6075 -3.66755e-008
selparm[3]      7.13398 -8.40404e-007
selparm[4]      5.72333 -4.64584e-008
selparm[6]     -2.76282  2.1876e-008
selparm[7]      213.257 6.43095e-007
selparm[8]     -11.5723 1.04094e-007
selparm[9]      8.06092 -1.17806e-006
selparm[10]      7.07237 8.78456e-007
selparm[12]     -2.33112 1.06691e-006
selparm[13]      242.405 -1.17396e-005
selparm[14]     -11.9197 5.16046e-008
selparm[15]      7.42717 1.41371e-006
selparm[18]   -0.0296417 -1.23767e-006
selparm[19]      232.073  1.1851e-006
selparm[20]     -11.7844 3.49117e-007
selparm[21]      6.61971 -1.66355e-007
selparm[22]      6.24437 1.10314e-006
selparm[24]     -3.48933 8.31866e-007
selparm[25]      74.5162 5.48568e-005
selparm[27]      4.74656 -2.67148e-005
selparm[31]      211.884 1.30677e-006
selparm[32]     -2.27055  1.0909e-006
selparm[33]      6.85478 9.17274e-008
selparm[36]     -3.83189 7.63858e-007
selparm[37]      124.895 1.68038e-006
selparm[38]     -2.28533 8.77738e-007
selparm[40]      7.40875 2.43668e-006
selparm[43]      272.689 -3.79146e-007
selparm[44]     -11.8786 -3.68201e-008
selparm[45]        7.896 2.36696e-006
selparm[46]      4.52654 -6.19817e-008
selparm[48]      -2.3001 2.03534e-007
selparm[49]      192.652 1.37958e-006
selparm[50]     -1.25457 9.68546e-007
selparm[51]      5.79104 -1.80783e-007
selparm[52]      7.29831 6.59918e-007
selparm[54]      -2.6874 6.61339e-007
selparm[57]      113.398 -3.97685e-007
selparm[58]     -1.96563 -4.7018e-006
selparm[60]     -3.12586 -2.4568e-008
selparm[63]       193.75 8.87105e-007
selparm[64]    -0.237796 2.11402e-006
selparm[65]      6.66318 -6.7454e-008
selparm[68]     -1.64354 1.07135e-006
selparm[71]      208.845 7.28232e-007
selparm[72]     -11.2897 8.26274e-009
selparm[73]      6.55771 -3.15468e-007
selparm[74]      7.85078 1.59091e-006
selparm[76]     -3.36868 4.58106e-007
